movie_id,text_rank,content,emotion
103762.,2.5491902552865167,"배우들연기도너무잘하고 유리는 왜 나왔는지모르겠네요....서인국,이종석 그외 조연분들도 연기굿굿!!스토리도 웃음과 감동을같이주는거 좋은거같아요ㅋㅋ웹툰을안보고 봐서그런지 재밌네요!!",1
103762.,2.455788833113605,"솔직히 시사회때 기대안하고 봤는데 기대이상이였고 서인국씨 캐릭터 진짜 매력있어요ㅋㅋ 이종석, 유리씨도 좋았고  박철민, 김재영, 신민철씨도 감초연기 최고!ㅋㅋ 정말 많이 웃었고 풋풋한 영화같아서 좋았어요~",1
103762.,2.425819028440859,"감동도 깊고 매우 코믹해서 재밌는 영화였습니다.서인국과 이종석,권유리 세명의 주연배우들 연기실력 매우 뛰어나요.자연스러운 연기 참 보기 좋습니다.",1
103762.,2.3844700537271977,ㅋㅋ재밌어요 진짜루~첨엔 재미없을것 같았는데 이종석 서인국 보는거지뭐라는 생각으로 봤는데 보는내내 빵빵터지고 극중에서 유리는 노래도 하네요 영화보고 서인국에게 빠져 듭니다..ㅋ아직 안보신분들 보세요 진짜 재밌음,1
103762.,2.3778199221814287,재밌었다. 이종석팬이라서 노브레싱 보러 갔는데 정말 괜찮았던것 같다. 감동도 있었고 울면서 보고ㅋㅋ 서인국먹방과 맨마지막 장면은 진짜 아직도 생각난다.박철민배우님 연기 진짜bb,1
103762.,2.353444392690517,"서인국씨와 이종석씨가 원일이와 우상이가 된 것 같았습니다 ! 캐릭터 소화력이 대단하신 것 같아요 ㅎㅎ먹는거, 우는거, 웃는거 .. 오랜만에 청춘영화보니 마음도 훈훈해지고 좋네요 :)",1
103762.,2.309035046174979,서인국과이종석의진짜같은수영선수라이벌연기정말잘하더라구요유리의노래도잘어울리는것같고요좋은사람함께영화봐서더좋은것같아요꿈과열정그리고도전을다OO러일으키는계기가되었습니다,1
103762.,2.2493083031660954,자극적이지 않고 풋풋한 영화~~ 참 오랜만에 본거같아요...   서인국의 연기에는박수를 보내고 싶네요.  웃겼다 울렸다  웃고 일어서게하는 영화...  노브레싱~~~ 저는 참 좋았습니다.,1
103762.,2.23383747508296,첫 수영영화로써 큰 박수를 주고싶은 영화라 생각해요. 잔잔한 감동과 깨알같은 재미가 담겨있는 순수한 영화였습니다. 박철민배우와 서인국의 연기가 매우 돋보여서 정말 좋았네요.,1
103762.,2.2278423574709634,잔잔하면서 감동과 재미가있는영화.  청춘을생각하는 웃으면서 영화관을나올수있는 오랫만에보는따뜻한영화. 서인국의 연기가 너무뛰어나서 더욱인상깊게봤다,1
103762.,2.56126002478005,"서인국,이종석 연기도 잘하고 재미있긴한데 영화로는 좀 돈아깝다..차라리 드라마로하지 영화는 오바인듯ㅠ팬이라서 눈호강해서 좋긴하다.근데 평점높게 주고싶진않다...중간중간 아이돌들 발연기..스토리....",0
103762.,2.5330937524772534,"너무 실망스러운 영화. 서인국과 이종석 얼굴보는것만 즐거웠음. 중간중간 유리는 왜나오는거니~ 영화 몰입 할라하면 나와서 다 깨버리고,, ㅜ 돈아까움.",0
103762.,2.5185113674819983,"평점8점에 헉했음. 이건아닌듯 보는내내 오글오글~ 요즘 핫한 서인국, 이종석을 대리고 이런영화를 만들다니 아깝다.. 그리고 유리 연기 겁나 못함 웃는연기 노래연기 모든연기가 어색",0
103762.,2.493896963476442,영화는 참 재밋다하지만 달샤벳과 소녀시대로 인해 A급은 될 영화가 B- 정도 급의 영화가 된 느낌. 연애구도를 좀 더 현실적으로 짯다면 더 좋앗을것같다.서인국 이종석...몸은 말이필요없으니 꼭 보셈,0
103762.,2.425202732629511,뻔한캐릭터 뻔한내용 보면서 이렇게 지루하긴 처음입니다. 이종석 서인국 유리 팬 아닌 이상 보기힘든 영화손발이 오글거려 없어지는줄...,0
103762.,2.260812738544944,이종석 얼굴보러간 영화였네요.  2점줍니다. 유리 연기ㅋㅋㅋ진짜 별로였고 내용도 식상했음... 의외로 서인국의 능청스러운 연기는 볼만했음,0
103762.,2.233176734493417,"서인국과 이종석도 살릴 수 없는 영화,  영화를 보는건지 CF 를 보는건지, 유리의  손발없어지게 하는 연기력.",0
103762.,2.2260060857023136,진짜 내생애 이렇게 오글거리는영화는첨ㅤㅂㅘㅅ읍니다ㅋ..완전 권유리는 웃는연기할때마다 오글오글 90년대영화보는줄ㅡㅡ개봉전부터 이종석서인국때매기대햇던영화엿는데 완전 재미없음,0
103762.,2.214306902527938,귀여니 소설을 영화로 보는 기분입니다ㅋㅋ 서인국이나 이종석이 연기력이 좋아서 망정이지.... 손발 다 없어짐ㅠㅠㅋ..ㅋㅋ...ㅋ 유ㅤㄹㅣㅋㅋ 유리 음악하는 컨셉이 제일 웃겨,0
103762.,2.1171112555992853,이거 10점주는 사람들은 뭐지....평점은 객관적으로 남기자 제발. 스토리 진행 엉망에 그냥 보는내내 답없는 영화라고만 느낌. 서인국 이종석이 이런 영화에 출연한것 자체가 놀라움. 시나리오 보는 눈이 없나,0
