score,review
10,마지막 길거리 격투신과 엔딩크레딧 만으로도 충분한 영화!! 
10,저 이영화 팬입니다 ㅜ.ㅜ 
10,남자에게 열정을 불러넣어주는 록키 
10,정말재밌어..ㅠㅠ 토미건의 싸가지 없는행동은 짱났지만 록키는 짱.ㅎ 
10,"개인적으로 록키시리즈중에 5편을 최고로 꼽음. 전편들은 다른 스포츠영화들에서도 볼 수 있는 흔한 레파토리들이지만 5편은 기존 시리즈의 클리셰에서 탈피해 트레이너로서, 그리고 아버지로서의 고난과 갈등들을 풀어나가는 과..."
10,인간적인 모습의 진짜 챔프!! 
10,엔딩 크레딧만으로도 10점!! 
10,인생의 희노애락이 모두 있다. 
10,록키5도 수작이다 저평가하지마삼 
10,막판 길에서 토미와 맨주먹싸움은 최고다 
9,록키 미키 당신이 그리울 거에요. 
10,개인적으로 감독이 같아서인지 1편과 더불어 최고.. 
10,5가 더 재밋는 거 같은데.... 
10,5편까지 이끌고 왔다는것만으로도 이미 레전드 
10,길거리 권투와 스탤론의 영광의 영화죠 
8,"1편의 감독이었던 아빌드센 감독이 다시 지휘봉을 잡아 1편의 재미와 감동을 되살려냈다. 가장으로서, 아버지로서, 코치로서의 록키의 모습을 잘 그려냈다. 개인적으로는 시리즈에서 1편 못지 않은 감동을 받았다. "
10,인생을 얼마나 살아봤는가 록키는 록키다 
10,역시 록키란 생각이 드네요 
10,1~6 편까지 어느 한편 빠지는것 없이 이렇게 죄다 재밌다니 ㅜ ㅜ 
8,배신자를 때려눕히는 속시원함이란~~! 
10,길거리 싸움이라니 스트리트 파이트!! 
10,이 영화를 보고 진정한 남자다움이 뭔지 알았다. 
10,길거리싸움씬 Snap - Keep it up 브금 중독성 오짐 
10,최고의 영화.그 이상 그이하도 아닌 최고! 
8,록키의 또 다른 재미를 선사해주었다. 4편과 비교금지. 
10,"토미 실제로 미헤비급 챔피언 이었음 조지포먼도 이기고, 다만 암에 걸려서 은퇴 "
10,이렇게 오래 끄는영화 치곤 재밌는거 없다 록키 사나이의 로망~ 
8,록키 전 5편들을 다 봐야 뭔가 느낄 수 있다! 
10,솔직히 10점 줄만하다 6이 안나왓다면 시원씁쓸한 록키가 됫을듯 
10,사제대결 스승에겐 안되지 
4,복싱영웅도 지치는 건 어쩔 수가 없다 
7,죽쒀서 개줬네 
10,토미 록키배반하더니 
10,역시 최고....배신한 제자와 한판 붙다!! 
10,만화 더파이팅 보다 훨씬 더 재밌음. 
10,1 2 3 4 에 비해 좀 아쉽긴하다.. 그래두 10점주리.. 
9,록키 1의 감독 존G.아빌드센이 다시 메가폰을 잡아 오리지널의 드라마적 관점으로 회기 하려했지만.. 네러티브의 완성도가 2% 부족했던 작품. 하지만 엔딩크래딧은 그야말로 갑of갑! 
10,록키시리즈 미워할수가없다 
2,"Rocky V, 1990 "
10,록키 그 제목만으로 이미 10점 
10,세계챔피언. 스트리트 파이터 되다! 
10,록키의 싸움장면이 있었습니다. 이렇게 많은 록키시리즈주중에 록키5를 보게 되어서.. 
8,록키4까지가 좋았지만 그래도 록키는 록키다. 
10,대벅이다 
10,역시 기대를 저버리지 않았던 영화 ㅋㅋ 토미 팰때마다 기분이 좋았씀 ㅋㅋ 
10,록키5가 1편 다음으로 최고의 작품 
10,모르는사람은 4를 좋아하지...복싱을 아시나? 
10,내가 제일좋아는 영화!!   머리 검은 짐승은 거두지도 말라는 옛말이.... 
10,미친ㅡㅡ 이거 보고 명작이 아니라고? 
8,토미와 스트리트 파이트 씬은 정말 최고~ 
8,좀 아쉽기도 하다 
10,역시 록키 시리즈다. 
10,역시 록키 시리즈라는 말밖에.. 
9,재미있다..ㅋㅋ 
8,"삶에서 가슴으로 느끼는 무언가를 남겨주는 의미있는 마무리, 록키의 인간애 "
7,하이라이트는 아쉽지만 역시 록키는 록키다! 
8,이젠 스트리트 져먼 스플렉스 작렬. 
8,시리즈의 마무리를 위한 드라마. 4와 비교금지! 
8,우리의 영웅 록키... 
