score,review
10,원보단아니지만 볼만은하다 저떄도애들은말은안들었구나 
10,이거 왜이렇게 평점이 낮아? 엄청 재밌게 봤는데1편보단 아니었지만 스릴있었고 상어의 크기도 커져서 재밌게 봤다 
10,그나마 이건 괜찮다 3편부터 망가지기 시작했다 
8,죠스2 저평가가 심하네요... 조여오는 맛은 죠스1에 안밀려요. 특수효과가 죠스1때 보다 진보하지 못한건 아쉬운점 
6,상어는 먹이를 먹고나서도 계속해서 공격하네.. 배 속에 거지가 들었나.. 
9,토요명화로 봤던 기억. 킬링타임으로는 최고. 
8,역시 1편보다는 못 하지만 나름 볼만하고 비명만 지르는 진상 기집애때문에 집중이 안됨ㅋㅋ 
8,작품전개나 스릴감에서 부족한 것이 없는 훌륭한 작품이며 미친듯이 울부짖는 여자애가 특히 인상깊었습니다. 하지만 내가 만약 저 상황이라면 똑같이 했을 것이란 생각이 들기도 하네요. 상어가 마지막에 고압전선물고 불타는 ...
10,완전 재미있음 특히 브로디 서장님 수고 많으심니다 
8,1편보다는 떨어지는 스릴이지만 그래도 시대 감안하면 이정도도 볼만하다. 
10,와 이 당시 1979년에...  저렇게 상어를 리얼하게 촬영하는게 가능했단 말인가  cg 기술 대박이넹... 
10,감독인 지놋 스작은 그레이 아나토미 시리즈를 연출한 실력파 연출가다.물론 대작인 1편보다는 못하지만 이런 저런 악재 속에서도 2를 이 정도로 뽑아낸 건 선방한 거라고 본다. 1편의 결말도 유명하지만 2편의 결말도 지...
10,정확히 8점정도 수작. 1편을 먹칠하지는 않았다. 
8,11.07.26.전편만 못하지만 그래도 재밌었다. 이번 팟지는 산소탱크가 아닌 고압전선! 
10,대존잼.1보다 무서웠음 
7,상어 보다  무서운 건 말 안듣는 아이들 
8,역시 고전 명작 ~ 잼있네요 ㅎ 뭔가 영화가 도중에 끝난느낌인데 . .  런타임 보니까 2시간 ㅎㄷㄷ  몰입감 쩔어염 
9,"1편에는 못미치지만, 꽤 볼만한 속편. 후반부 표류된 보트에서의 상어공격씬들이 압권임. "
8,난 상어가 진짜 인줄만 알았음 
10,1편보다 더 재밌다고 생각했었는데 다시 보고 싶다. 
8,스필버그가 창조한 전편의 센세이션함은 없지만 속편도 당시 꽤 재밌었던 축에 들어감 
10,1편보다는 별로지만 재미있다. 
9,상어의 통구이쇼 잘봤습니다. 
8,"79년도 작품이라니, 그 당시에 이런 영화를 만들다니 대단해요..상어가 간혹 가짜인 것이 티가 났지만 그래도 쫄깃하게 잘 봤습니다~ "
8,여름에 보기 좋다. 마구 여름을 느낄 수 있다. 옛날 분위기가 정감이 간다. 
8,"돼지상 여자애 티나.. 완전 고구마.. 한참 쳐다보고 ""oh  shit!"" 하고 ""hurry!"" 외치는데 까지 3년은 걸린것 같음. "
8,1편을  그대로 답습했지만 재미면에선 더 좋았음 
7,점점 못해진다.. 
9,좀재미있음 
7,전작에서 발전된 점이 없는 영화 
8,1편에 비하면 영 밋밋하지만 브로디서장이 나와서.. 그리고 78년도 헐리웃특수효과 구경의 재미 
8,개인적으로 1편보다 더 재밌었음 +_+ 1편 보고나서 2편을 봐서 그런건지 ㅎㅎ 굿~!! 
8,옛다!8점 상어에 최후가 1편보다 못하다. 포스터도 마찬가지~ 
7,2탄까지는 볼만했음 
10,죠스 1편으로 끝날꺼라는 아쉬움을 잘 달래주었던 후속작.. 
10,좋습니다. 
10,굉장 합니다. 
7,1편만은 못하지만 그래도... 
10,평점2점준사람들은영화볼줄모르는사람1편에비에재미가딸리는건사실이지만2도재밌단다. 
10,전편보다 약하지만.. 그래도 잼다!!ㅋㅋ 
6,"전편과 너무 비슷하고, 전편보다 현저히 못하는 듯 싶다. "
6,연출력에 비해 인물들은 별로 입체적이지 못했다. 스필버그란 존재의 재확인 작품 
8,1편이후작품은 넘겨서봤다.. 
6,그래 여기까지는그나마 괜찮았다 
7,1편을 보고 2편을 기대하지 말라 
8,원작만큼은 아니지만 로이 샤이더가 다시 출연해 스릴을 이어간다 
6,good 
10,최고 다 
8,1편만큼은 아니자만 재미는 보장한다 
10,2편도 재미있게 봤다 
9,이 영화까지는 망했다고 할수 없지 
7,good 
10,재미 
10,아주 잼 있었습돠 
7,스티븐으로 안갈거면 만들지 말지.. 
6,음 이건 아니지 
10,"전기통구이가되는상어..1,2편은 최고다 "
10,재밌네요.. 
10,잼있었던것 같은데^^ 
5,"상어가 점점 멍청해졌네. 그래도 3,4편보단 나음. "
4,3편 4편보단 훨씬 낫지만 1편에 미치지 못한다 
2,확연히 구별되는 창작품과 모조품의 등급 
1,상어  정말 멍청하고... 1편보다 재미없음 
7,와 ㅈㄴ 암걸린다 왜 애ㅅㄲ들이 상어있다고 말을안하지?  그러고배에서 ㅈㄴ뛰고 답없다 
9,진짜 죠스랑딥블루씨빼고 식인상어영화는 전부다 형편없음 
10,사람도 죽고 내가 본 상어영화에서 재일 재밌음. 
4,1편도 보다 좀 별로였다고 생각해요. 하지만 재미있게 봤습니다 
3,음 1편보다 더 재미없고 잔인하지도 않음. 
6,너무 귀여워진 상어 .. 
5,"무척 좋았던 1편과 비슷한 이야기, 캐릭터, 장면이지만, 긴장감이나 스릴은 현저하게 떨어진다. "
8,약간 재밌음 ㅎㅎ 
5,백상아리는 식인상어도 아니고 다시보면 상당히 귀엽기도 하다 
4,장인정신과 비즈니스의 차이. 
5,조스 시리즈로 인해 자행된 엄청난 상어학살 이 책임은? 
3,부족한 연출력이 속편의 활력과 세부분장효과를 반감시킴. 
10,잼씀 
5,1보다 너무 실망감이.. 
2,알고보면 죠스의 고향은 ...노량진 수산시장이다.한마디로 무뇌아들의 향연. 
3,"전편은사투를 벌이지만 이번은비명만지르다영화가끝난다,.,,, "
4,정말 죠스는 1편으로 끝났어야되.... 
2,역시 영화들은 2편부터 망해가지 
1,점수에 변화를 주고싶다 
6,어렸을적에 봤던 기억이...전기선 물도록 유인해서 상어전기구이로 죽였던 기억이남.. 
