score,review
10,전설의 명작 
10,57년 영화임에도 재미와 무게감 거기에 유쾌함과 허무함까지...세월이지나도 대작은대작이네요. 명분과 책임감 그리고 적군과아군이 중요한게 아닌...전쟁의 무상함을 느꼈습니다. 
10,휘파람 노래는 정말 소름이.... 마지막 하이라이트장면은 조금 아쉬움 
10,개개인의 신념과 국가에 대한 충성의 교차점에서 울리는 휘파람소리. 
10,정말 집에서 쉬면서 이영화 다시 보고싶네 최고의 휴식일듯 
10,어릴땐 몰랐지만 나이를 먹어가면서 이 영화의 가치와 의미를 알았다. 신분은 포로지만 누더기가 된 군복과 군화를 신고 휘파람소리와 함께 발을 맞추는 영국군인들. 비록 몸은 포로지만 정신만큼은 군인으로 명예와 자존심을 ...
10,우리들은 때때로 스케일과 정도의 차이만 있을 뿐 무언가에 홀려 미친 짓을 할 때가 있다. 그리고는 스스로에게 이렇게 나직이 읊조리며 자문한다: '내가 대체 무슨 짓을 한 거지?' 
9,전쟁 자체가 결국 이런 소모적인 사건들로 구성 된 미친 짓에 불과하구나 
10,"57년에 이런 영화가 생겼다는 자체가 기적인듯...60,70년대 짝퉁 전쟁 영화보다 이게 낫다. "
9,우리나라 기준이었다면 영국 중령은 일제에 협조한 친일파다. 물론 본인들은 자신의 군대의 명예를 드높이고자 했던 것이지만.. 이 세상은 이런 내면의 고민을 알아주지 않는다. 협조했느냐 아니냐로 결정된다. 
8,57년작이지만 지금 봐도 볼만한 명작 
10,CG  없는 최고의 아나로그 영화 
10,고전은 세월이 갈수록 은은한 빛을 낸다. 
10,지금도 양아치영화에 힘쓸때 아메리카는 60년전부터 이런영화 만들었다. 
10,"그 다리는 영국 군인이 지었지만, 그것을 부순 사람은 영국 머저리이다. "
7,꽉 막힌 일본군. 신중한 영국군.적극적인 미군. 
10,"명작중의 명작이여라~영국군 장교의 고집스런 성격때문에 영화 결과가 아쉬웠다. 비록 포로지만, 유쾌하고즐거운 모습들도 인상깊고. 전문가적으로 훌륭한 다리를 완성한것도, 하여튼 모든 의미깊은 요소로 잘 구성된 영화이다...."
8,일본군의 잔학성이 부각될줄 알았는데.. 그것보다 한편의 부조리극 같다. 
9,부역배같으니~~~~ 
