score,review
8,코만도 형! 람보 형과 함께 북한애들좀 혼내주시구려... 
10,코만도 북한새끼들 없애줬으면 좋겠다 
9,그때 흥행에 성공했을만 하다... 
10,재밌는 녀석이군. 마음에 들었다. 죽일 때는 맨 마지막으로 죽여주마. 
10,코만도 COMMANDO ... 아놀드 슈왈제네거는 미국 육군 대테러 특수부대 델타포스 요원 출신으로 나온다 
10,m16 소총을 양팔에 끼고 총 쏘는 배우는 아놀드 형님이 아니면 할 수 없는 포스... 
9,전직 국인 특수부대 출신에 살인마 아버지... 악인은 가차없다... 
10,추억의 명화 람보'2'와 코만도면 당시국딩들은ㅋㅋㅋㅋㅋ그래서10점 
10,아놀드형 코만도 터미네이터 실베형 람보 록키 정리끝 
10,코만도와 람보가 싸우면 누가 이길까? 
8,테이큰의 리암 니슨이 있기 전 그가 있었다.. 
8,당시는 람보와 코만도는 그냥 대명사였다. 영화자체는 지금 보면 엉성한 면도 많다. 그냥 제네거 형님 보는 맛으로 보는 영화다. 
10,서로 먼저 죽겠다고 덤비는  적에게 무한의 굉음을 내며 불을 뿜는 M-60 !  그 총구와  함께 박자 맞춰 떨리는  그의 우람한 근섬유가닥들!  말이 필요엄따 !! 
9,터미네이터를 보아도 코만도가 생각날 정도로 저에게는 OO제네거의 대표 양대산맥입니다. 학창시절 코만도와 코브라와 싸우면 누가 이기냐 토론을 벌였던 기억이 나네요 
7,아놀드 형님 만수무강하십시오. 
10,내가 널 가장 마지막에 죽인다고 약속했었지? 그건 거짓말이었다. 
6,어렸을때 극장에서봤던 기억이 나는 추억의 영화...화끈한 액션이 본작의 장점 
10,이것이 바로 액션 그자체다 
10,Yaro of Crusher!!!! 
5,50대를 바라보는 알리샤 밀라노의 10대 영계시절을 감상할수 있는 영화 
10,근육모리모리모리 
7,개인적으론 람보가 더 낫습니다. 머리 식히려고 봤는데 재밌네요. 
10,눈도 입고 귀도 필요없다. 코만도. 어릴적 최고의 액션. 
10,내 어린시절 최강의 특수부대 출신 주인공 영화였다. 터미네이터 이전 아놀드를 알게 해준 레전드무비!! 
10,역시 아놀드 슈워제네거 형님이 똑바로 서서 총잡고 차분하고 근엄한 표정으로 하나둘씩 처리하는 모습을 보는 맛이 있지. 
9,"람보에 모티브를 받은 코만도의 탄생.잡설이나 잡다한 디테일 다 때려친, 우직한 진행과 액션이 마음에 든다. "
7,람보와 코만도..액션 최강자들 
10,너를 제일 마지막으로 죽여준다고 말했었지? 그래 그랬잖아!! I lied.. 부왁으아아악끄아아아~~~~ 
9,오늘 처음봤는데..너무 사기캐릭으로 만들었네.ㅋㅋㅋ 
10,아놀드옹 북한의로 갑시다 
8,뭔가 웃기지만 근육마초짱짱인건 어쩔 수 가 없다 
10,람보와다름없다 영화구성대빅 
6,아놀드 아저씨였기에 가능한 전개 
5,"화끈하고 통쾌한 액션, 스토리 개연성의 부족 "
10,더운날 맥주한잔 하면서 보면 더위도 스트레스도 한방에 날아가 버리는 속 시원해지는 액션영화임 
8,아놀드가 발연기 하던 시절 영화에 점수를 조금 더 보탠 이유는 내 청소년 시절 여신이었던 알리사밀라노...나이 먹고 다시 보니까 레돈총이 은근 섹시하게 보이더라는... 
10,80년대 최종병기 람보 와  코만도... 
10,"진짜 1985년에 이런 오락액션 영화 나왔다는게 대박이다! 중학생때 영화채널에서 2번정도 봤는데꽤 나름대로 재밌었다. 가장 생각나는건 아놀드랑배닛이랑 칼싸움 할때 배닛살인미소 ""I'm got a kill yo..."
10,걍 대박인 영화다.ㄷㄷㄷ 
10,98년도인가 하튼 초딩때 케이블에서 봤는데 그냥 넋놓고 봤음 그냥 졸라 멋있는데 지금보니 유치뽕짝 ㅠㅠ ㅋㅋㅋ 
10,놀드형님의 코만도는 그냥 만점이지...볼 것도 없음. 최고의 액션 영화!...였음..ㅠㅠ 
10,앨리사 밀라노의 어린 시절을 볼 수 있음 ^^ 
8,80년대의 정서가 너무나도 좋다 아놀드 최고~ 
8,어렸을때 재미있게 보았고 일당백 총격전에서 코미디처럼 크게 웃으면서 보았다. 
