score,review
6,나는 ..진짜 제대로된 조여정 연기를 단한씬이라도 봐서 너무 좋았다. 담배피면서 김치담그러오라고 정색하는씬 ...그냥대박 
3,"설정은 야한데 연출은 끌리지 않았다. 송승헌은 사랑한다고 하나 서로 왜 사랑하게 되었는지, 절절메게 되었는지 납득이 안 감. 상황이해를 강요받는 느낌. 개인적으로 많이 아쉽다. "
6,안타까움이 많은 영화 입니다. 여주인공의 대사가 감정이입이 되지 않네요~배경음악도 영화 흐름상 겉도는게 분명있고 사랑 나눌때도 여배우 신음소리만 너무 크고 정말 사랑하구나 하는 느낌이 들지 않았습니다. 
8,조여정 연기가 제일나은듯 
1,2시간 내내 담배를 그렇게 처펴대니 숨이 안쉬어지는거야. . 진짜 발연기에 허접한  대사까지. .점수주기 아까버 
7,아침에 조조 보러 가끔 가긴 했는데 사오십대 아줌마들이 조조에 그렇게 많이 온건 처음봅니다~~ ㅎㅎ 
2,여자주인공 발연기로 몰입 다 깸 
3,"캐릭터몰입을 못하게 하는 주인공들의 발연기.. 오히려 조연들의 톡톡 튀는 모습이 기억이 날 정도임. 두시간 내내 담배만 피워대는 송승헌은 남자셋여자셋에서 한발치도 발전을 못했고, 신세경과 민효린을 섞어놓은 듯한 임지..."
2,아..재미없다진심 너무지루해서 계속뒤척였다; 멀쩡한 와이프있는 남자를 왜 꼬시냐...진짜 꼬신이유가뭔데? 난 또 온주완이랑 짜고치고 송승헌 뒷통수치는 그런얘긴줄알았다;; 
1,송승헌이엉떵이깠으면 뭔가뽑아냈어야지영화이게뭐니이게 
1,★담배중독 ★높은 평점은 송승헌 광팬과 알바들인가...?담배만 피고싶게 만드는 영화!담배 끊으신 분들은 절대 보면 안되는 영화~영화 제목은 담배중독이 맞는듯~~ 
4,"말로만 사랑하고 말로만 아프다고 하지만... 사랑이 느껴지지도, 아픔이 느껴지지도 않는다. 송승헌과 신인여배우의 연기때문인가...  진지한 장면에서도 헛웃음이 나왔다. 미장센은 좋았다. "
1,센트럴메가박스에서 지금보고바로 댓글답니다..ㅜㅜ 진짜 중간에 많이나갓고 끝나고 관객다 웃었어요... 진짜 당황스러움 재미를 논할가치도없음 ㅜㅜ 
1,정말 처음으로 영화평을 써봅니다. 돈이 아까워서 숨을 쉴 수가 없음. 
1,ㅋㅋ대사하나하나가너무 오글려서 웃김ㅋㅋ송승헌: 당신을 못보니까 숨을못쉬는것같았어요여배우: 난당신이 숨을못쉴것같았다는 그말이 왜이렇게 좋죠?  ㅋㅋ하....내돈 
1,인간중독이 아니라 송승헌의 담배중독인듯.... 
6,신인여자연기 너무 오글ㅋㅌ 
1,감독이 배우 엿맥이거나 배우가 감독 엿맥이는 영화 감독과 배우가 서로 엿맥일려는건지도... 포스터 문구 '누가 보면 어때요? 다 남인대...' 영화 본 사람들과 팬도 다 남으로 만드는 영화 
4,"여주,남주  모두 공감가지않음.. 야하긴하지만 섹시하지도 않음. . 조연들 연기가 더 끌림. . 결말은  더 실망 "
1,진짜 한번보라느사람들 제정신임??아진짜 화난다 영화가 무슨코ㅂ메디가 사람들보면서 다어이없어서 헛웃음치 그리고 여자주인공 은 뭔놈의연기를 지지리도못하냐..와 첫대사듣고 저게컨셉인가햇는데 와 연기를정말못하는거였어.......
1,"감정이입 제로. 헛웃음만 나옴. 여주인공은 꼬리 아홉달린 밀당의 황녀. 남주는 전쟁으로 망가진 정신이상성 스토커? 진짜 너무 지루한 영화임.  각본, 연출력, 연기력 다 제로 "
1,1점도 주기아까움 존나재미없고 어이없어서 웃음만나옹 ㅋ.. 2시간내내 송승헌담배피고 여자 대놓고여우짓 쩜ㅋㅋㅋ 개재미없어 
1,웃고싶으면추천ㅋㅋㅋ 
3,"진지해야할 장면은 웃기고, 야해야 할장면은 지루하다. "
2,정말...뭔데?를 연거푸 말하게되는 영화였음시나리오의 중요성을 다시한번 부각시키는.... 
1,방금 심야로 영화보고 왔습니다. 영화보고 처음으로 네티즌 리뷰 써봅니다 영화를 안보신 분들을 위해서.... 정말 유치하고 재미없습니다. 여자배우는 말할것도없고 송승헌마저도 몰입도가 떨어집니다. 송승헌 출연아니면 C급...
1,남주랑 여주는 누가 더 연기못하나 배틀하고있고 스토리는 안드로메다 개연성제로...한마디로 쓰.레.기.   몇명은 보다가 중간에 나감... 
1,정말 너무해요...조여정의 코믹연기랑 온주완의 싸바싸바 연기 밖에 기억이 안나요 감정이입이 전혀안됩니다. 
