score,review
10,강동원 연기 잘하는구나.. 
1,좀 뻔한 스토리 주인공이 아프고 주변인들과 추억을 만든다는. 그리고 영화 전개상 전혀 상관없는 뜬끔없는 태티서 대체 왜 나온거죠..? 눈살까지 찌푸려지네요. 
1,이번 추석에 티비에 나와도 손색없겠다. 
1,탈세 스캔들 없었어도 묻힐 영화 
1,내가 5년동안 본영화중에 제일 재미없었음... 슬프지도 웃기지도 재미도 없음... 벤자민버튼의 시간은 거꾸로 간다는  엄청나게 재밌게 봤는데... 소재는 비슷한데.... 진짜 시간아까움 
1,너~무 재미가 없었어요..1년만에 극장가서 본 영환데 상영도중에 뛰쳐나가고 싶은거 꾹 참았습니다..송혜교씨 사투리를 쓸거면 다쓰고 말거면말지 썼다안썼다 한마디는 서울말했다 한마디는 사투리했다가..아몰입안돼진짜.. 
1,알바 가 이길까 정의가 이길까? 
1,송혜교 탈세를 떠나서 정말 스토리가 진부하네요. 그래도 한편으론 기대했었는데..꼭 보고싶으시다면 어쩔수 없지만 웬만하면 추천해드리고 싶지않네요 영화흐름도 그렇고 전체적인 밸런스가 조금 떨어지는 감이 없지않아 있습니다...
1,알바들이 많네 요늘..보다가 중간에 나옴..진부한 스토리 
1,알바 대박 많네요 재미없움 
1,우와 ㅡ ㅡ 이렇게지루한영화오랜이네요알바에속지마세요 ㅡ ㅡ ㅡ 
1,기대했는데 진부히고 지루하네요.. 중간에 태티서는 왜 나오는ㅤㅈㅣㅋㅋㅋㅋㅋ억지감동에도 웬만하면 울어주는데 이건 뭐.. cj 견제질에 농락당한 기분..ㅋㅋ 루시랑 타짜 다 봤는데 타짜가 낫네요..ㅎ 
1,다음에또보러간다는둥..억지로끌려갔는데 눈물쏟고왔다는둥...알바들이쓴글은 왜이렇게 티가나나요??영혼없는칭찬같아요 
1,친구들이랑 갔다가 잠만 자고 옴ㅋㅋㅋㅋ아무도 결말을 모름 
1,0점은없나요? 인물보고기대했는데.. 
1,0점 주고싶은.. 중간에 도저히 참지 못하고 나옴... 유치찬란에 억지눈물 어설푼 연기 도대체 볼만한 가치가 하나라도 없음.. 아. 강동원 얼굴만 예술 ㅋㅋㅋ 본전 생각나게하는영화. 이런 멋진 배우들로 이런 쓰레기같...
1,"굳이 탈세 문제가 아니더라도  송혜교의 눈가 주름과 어색한 사투리, 그리고 나아지지 않는 발연기와 아역의 멋진 연기에도 불구하고 어설프기 짝이 없는 분장으로 몰입도가 너무 떨어졌다... 거기에 송혜교의 반성하지 않는..."
1,알바 쩌네 정말.... 송혜교 문제도 그렇지만 내용도 그닥 
1,25억탈세녀가 주연으로 나오고 최대의 망작 다세포 소녀를 제작한 이재용 감독 둘이 조합이 최악이네요. 희대의 망작 다세포 소녀를 제작한 이재용 감독은 영화만드는 기술이 정말 다르네요. 
1,정말 재미없어요 이게 송혜교 탈세건 때문에 절대 집중이 안되요 웃는얼굴뒤에 악마가 있다고 생각하니원... 
1,왜이렇게 좋다는 평이 많지? 어제 일산cgv에서 봤는데 영화 끝나고 무대인사라서 끝까지 보긴 했지만 보는 내내 친구한테 몇시에 끝나냐고 물어봄. 웃기지도 슬프지도 감동적이지도 않은 어정쩡한 영화 
1,강동원 때문에 봤는데 너무 재미 없었다. 게다가 탈세라니 
1,순위 조작 쩐다 ㅋㅋㅋㅋ 평점 낮춰드려요~ 개 졸작임. 
1,짐부한 신파극..탈세 생각만 
1,알바ㄷㄷ무섭당ㄷㄷ 
1,대단하다 송혜교 알바도 푸네? 
1,병원비 250만원이 없어   사람이 죽는 세상인데  25억탈세한 여배우가  가증스러운 연기를 하는걸 보니 역겹다. 
1,탈세혜교... 돈 벌어서 또 탈세하긋지 더러운 세상 봉급쟁이는 탈세도 못하는데... 잘 버는 것들은 로또 당첨금만큼 탈세하네 
