score,review
9,"내인생을 망치러온 나의 구원자, 나의 타마코, 나의 숙희. "
9,그렇게 하정우는 지켜냈다.. 
10,김태리라는 신인이 정말 잘함 
7,미술감독이 상 받을만 하네. 
8,당시 남성이 추악한 면을 사정없이 보여주는게 참 좋았고 아름다운 배경관 달리 지저분한 내부 상황이 좋았습니다. 여성들의 정사 장면도 배우들의 아름다운 굴곡과 더불어 진실이 느껴졌습니다. 아쉬운건 정사신의 시간을 좀 ...
8,뭔가이상하면서도이상했다 
10,"외로우신 아가씨 역할에 김민희는 너무나 적역. 영화를 보고난뒤 놀랍도록 애잔하고, 통쾌하고, 울컥하고... 미묘하고도 복합적인 이 감정은 뭔지... 한번 더봐야겟다. 아가씨!!! "
10,와 . . . .반전  최고요 ㅎㅎㅎ 김민희 이쁘다 
10,"생각외로 쉴 틈 없고 재밌는, 김민희 보러 갔다가 김태리에 반해서 돌아왔다 "
10,시사회 봤는데 반전에 반전.영화가 굉장히 매혹적이고 강렬하다.김태리 배우의 매력은 영화 속에서 폭발한다. 
4,굳이 없어도 될 장면을 꼭 넣는 이유가 궁금하네요 
1,모호성과 노출이 많으면 예술성과 화제성이 강해진다는 3류감독들이 쓰던 기법을 박 감독이 써서 매우 씁슬함. 이야기가 매우 헐겁고 두 여성의 연대가 개연성이 부족해 육체관계로 가까워졌단 생각이 듬. 저급한 것과 고급화...
1,과대평가됨을다시확인... 
1,보는내내 지루하진 않았는데 이상하게 재미없는기분 
1,이제 박찬욱 영화는 안 보는 걸로.. 그냥 올드보이가 좋았었던 것일 뿐. 박찬욱이 만드는 모든 영화가 내 스타일인 건 아닌가 봄. 올드보이 이후로 박찬욱의 영화라면 항상 영화관을 찾았지만.. 이젠 그 집착을 놓아줄 ...
1,코메디포르노..갈수록 진짜 어이없는 씬들로 배우낭비..중간부터 갈곳을 잃은영화...안타깝다 
1,인생최고의 영화다 별한개도 아깝다  영화이름이 아가씨 뒤에 발이 더 붙어야할거같다 
2,무대 연출 미술만 좋았어요기억이 남는게 별로 없네오 
5,아 너무 내용이 없어요... 실망 
