score,review
10,평점좀 올려줘야지 이정도의 평점을 받을만한 영화는 아닌거 같은데? 
10,한국에서 이런영화가 나온다는게 신기할 따름임 
10,"미장센 폭발, 연출 폭발... 불편하지 않고 감미로웠다. "
8,박찬욱의 기발한 상상력과 매혹적인 연출은 역시나 최고. 보면 볼수록 매력있는 기이한 영화. 차별성을 띠는 뱀파이어 영화. 
10,선과 악 사이에서 갈등하는 일반적인 인간상을 극명하게 보여주는 작품. 
9,유치한 감정팔이영화는 평점이 높으면서?! 이 영화에 대한 평점 이해할수가 없네.. 
10,도대체 왜 이영화가 개봉당시 이정도의 평점을 받았는지 이해가 안됨.. 지나고 보니까.. 정말 특별했던 영화.. 박찬욱은 한국을 대표할만한 예술가다. 
10,신발 신겨주는 장면에서 박찬욱만의 로맨스를 느꼈음. 
10,이 영화를 쓰레기 취급하는 많은 우리나라 관객에게 좋은 영화란 '7번방의 선물'이다. 
10,기괴한 아름다움 독특한연출 작품임 
10,정말 재밌게 본 작품인데 평점이 왜 이렇지? 
9,상현이 태주부활시키는장면은 소름끼치도록아름다웠다 
10,여배우 김옥빈의 발견. 
10,이게 5점....? 놀래라 
10,붉은 피. 푸른 원피스 그리고 김옥빈의 창백한 피부가 만들어 낸 강렬한 이미지는 그 자체로도 예술이었다. 엔딩도 정말 좋음ㅜㅜ 평점 왜 이래 
10,박찬욱 특유의 블랙코미디가 돋보임. 네이버평점은 신빙성이 없다가 증명됨. 
10,태주역을맡은 김옥빈에게 이점수를 주고싶다! 연기력또한 일품 
9,박찬욱 감독님의 영화는 미래의 영화구만...아직 한국정서에는 맞지 않고 쉽게 범접하긴 힘든영화...역시 소름끼치는 영화구만.. 
10,이 좋은영화가 왜 평점이 이모양인지 이해를 할 수 없다 
10,김옥빈연기신내리셨나요? 
10,"이렇게까지 저평가받을 영화가 아닌데. 너무 단면적인 부분만으로 평가가 이루어진것 같다. 뭐가 문제야? 노출? 종교? 그걸 뛰어넘는 스토리랑 연출, 연기가 있는데. 아쉬울 따름이다. "
10,영화대박인데 평점 진짜이해안가네;;암튼 걍 대박임송강호 너무 섹시함.... 
10,극장에서 보고 또 보고싶어서 두번이나 봤었는데 평점왜이래 
10,기억에 강렬하게 남는 영화 
10,평점왜이리낮지?난 이런다크한분위기랑 색감좋은영화가좋다친절한금자씨도그렇고 원색감이많이보이는그리고 한국에서도 이런영화나온다는거에 더좋앗슴앞으로도 한국영화가 더다양해ㅤㅈㅕㅅ음싶다뱀파이어물 매력잇음 
10,퇴폐미가 물씬 느껴지는 섹시한? 연출 너무 좋았어요  평점이 이렇게 낮은 이유를 모르겠네.. 
10,"박찬욱의 색깔이 잘 드러난 영화. 이성과 욕망, 선과 악 사이에서의 정체성에 대한 혼란을 '박쥐' 라는 동물을 통해 잘 나타낸 거 같다 "
9,평점 누가주는건지 이런대작을 
10,평점조작했나 왜 이렇지 이정도 작품은아닌데.. ㅋㅋ 
9,보면 볼수록 재평가되는 영화 세번 보니까 좀 보이네. 미친 김옥빈은 23세에 이미 대표작을 낳았다. 
10,박찬욱은 정말 엄청난 변태임에 틀림없다. 
10,아니 이게 어떻게 평점이 5점대일 수가 있지? 호불호가 확실히 갈리는 영화. 나에겐 로맨스 멜로영화. 
10,김옥빈이라는 배우를 다시 보게 했다.  김옥빈의 연기가 작품을 이끌었다. 
10,넘치는 은유와 위트 
10,정말 이런영화가 다시 나올수 있을까.. 가슴아프다 
8,한국적인 괴기 
10,박찬욱 
9,피어나는 건 사랑이 아니라 욕망이다. 사랑을 원했던게 아니라 현실을 부정하면서 생긴 욕망을 갈증하고 싶은 거다. 
10,모든 장면이 고혹적지만 그 중에서도 마지막 마작씬에서 김혜숙의 눈깜빡임이 단연 압권이다 
10,걸작이다 정말. 김옥빈 퇴폐미 폭발 
9,"왜이렇게 평점이 낮지. 초반에 너무 선정적이었던걸 빼면 스토리, 구성, 연기 다 개인적으로 다 좋았던 영화임. 어떤 내용이 이어질지 궁금하고 몰입해서 봤었는데. 강렬한 애니메이션 보는거같은 느낌도 들었고 흥미진진. ..."
8,보면 볼수록 끌리는 영화. 송강호 매력굳굳 
10,연출 하나만으로도 7점 이상은 먹고 들어가는 영화같은데; 색채대비나 마지막 신발 떨어지는 장면 너무 인상적이었어요 
10,이 영화에 대한 평가가 이렇게 박하다니! 박찬욱감독 작품 중 넘버원이라고 생각하는데! 정말다시한번보길바란다 
10,역시 이동진 평론가 영화 볼줄 아신다니까 
10,김옥빈의 인생작. 그녀에게 신기가 제대로 온 작품. 
10,다소 난해하다고 나의 취향에 안 맞다고 훌륭한 작품을 함부로 평가절하 하지말자. 한국 관람객들은 자기가 이해 못하거나 재미없으면  졸작이라고 판단하는게 문제다. 
10,아니 평점 5점대... 딱 한국 영화 관객 수준이구나... 안타깝네. 
10,"사랑, 혹은 욕망이란 본능이 빚어낸 파멸의 끝 "
10,송강호와 김옥빈 연기 최고였는데 네이버평점은 왜 이러는지... 
10,전체적으로 푸른빛이 도는 영상미가 아름다웠음.에밀 졸라의 테레즈 라캥을 읽고 보면 의미가 더욱 깊어짐. 
10,송강호가 섹시한 남자로 보인 유일한 영화일듯. 
10,명작 
10,박찬욱은 진짜 배운 변태다 
10,이걸 그냥 색다른 뱀파이어물로만 본다는 게 말도 안됨. 
10,평점 왜저따구 
10,요즘 한국 영화 수준을 보고 있자니... 더 기억나고 시간이 지날수록 빛을 발하는 영화.. 개봉당시엔 불편한 영화였는데 감각적이고 깊이가 있다. 
9,"재밌다. 러닝타임 긴 영화는 취향이 아니라서 고민 했는데 두시간 동안 계속 몰입했다. 또한 네이버 평점보고 놀란 영화, 취향의 차이겠지만 5점대 받을 영화는 아닌 것 같다.?과감하고 강렬하며 매혹적이고 아름다운 한 ..."
9,이런것이 작품성있는 영화라 생각한다내용도 내용이지만 배우들의 연기력과 프로정신에 또다른 살벌함을 느낄수있었다 
10,해피벌쓰데이 태주씨! 
10,박찬욱 영화중  가장 뛰어난 작품 
10,"잔혹한 유머, 죄책감,  용서 "
10,"열번은 봤다, 볼때마다 새롭다 "
10,인간의 본성과 환상을 항상 돌려서 까준다는 느낌이다. 
10,이 영화에 대해 가장 큰 오점이 뭐냐 묻는다면 그것은 시대를 잘못 타고났다는 점. 
10,김옥빈인가 태주인가.. 태주가 김옥빈 된건가... 연기가 일품 이였다. 
10,평점이 왜 이렇게낮은거지..정말 올드보이 이후로 가장 신선한 충격을 가져다준영화.. 
10,나참 이게 어째서 평점이 5점이냐?? 한국에서 이런 소재로 영화 만들었다는거 자체가 난 범접할 수 없는 감독이라는걸 느꼈다. 
10,박쥐.. 너무 저평가 되는듯 하다.. 
10,박쥐를 지금까지 보지 않은 이유가 뱀파이어가 떡치는 영화라는 이상한 리뷰를 보고 지금까지 안본건데 직접 보니 뱀파이어라는 소재를 한국적으로 잘 해석한 한국판 뱀파이어와의 인터뷰를 본듯 했다.. 박찬욱 감독은 정말 천...
10,인간의 욕망의한계...결국은 파멸로이끄네요...새벽의파란색과 일출의붉은색....신발떨어지는장면...마지막 엔딩씬 ㅠㅠ 완전 명작이에요 ....재개봉했으면 좋겠네요. 
10,너무 낮다 솔직히 올려줘여됨 
10,이런영화가 있었구나..기괴하고 아름답고 기발하고.. 엔딩까지보고나니 먹먹한게 자꾸 생각하게 만들었다. 
10,다양한 시각과 해석이 존재할 수 있는 영화. 거기다 스타일리쉬함까지 더해졌다. 극단적인 혹평들이 꼭 복수는나의것 때와 비슷한 패턴인듯해 좀 더 세월이 지나면 또 어떻게 될런가.. 
10,"독특한 영상, 끝까지 달려간다 특히 후반부는 최고. 5점의 평점이 심히 당혹스럽네; "
10,천재적인 작품! 천재는 진정 외로운 건가? 
10,나는 아직도 이 영화의 마지막장면이 잊혀지지 않는다 
10,어떻게 이런 영화가 평점5점대에 머물고있는거지? 
10,봐도 봐도 멋짐 한편의 연극같았음 
10,다시 세상살면서 이런 한국영화 볼 수 있을까...명작이다 
10,와 네이버에서 전문가평점보다 네티즌평점이 낮은건 첨보네 뭐지이건 알바도 아니고 
10,박찬욱 영화 중 가장 사랑스러운 영화가 아닐까. 
10,대중은 예술을 외면한다 
9,감히 시도하지 못할 장르를 박찬욱 감독스럽게 시도한 영화 
