score,review
8,스토리 결말 다 맘에 들었어요. 고수가 ㅤㅇㅙㄹ케 안죽냐고 따지는 분들은 장난이죠? 
10,우리나라에서 이런영화 나오기는 드물다 점수 낮은게 이해가 안가네 
10,엄청나네요...복선 하나하나가섬세해서 감탄했습니다. 그리고 강동원짱짱맨 
8,강동원만 초능력자고 고수는 초능력이 안통하는 인물로만 알고 있었는데 고수도 초능력자였음 ..ㄷㄷ 
10,몰입도 쩔고 재밌었는데 평점왜이리낮아 은위보다 낮다니ㅋㅋㅋㅋㅋ그리고 복선이나 숨겨진의미같은거 많아서 좋앗음 그리고 두배우다 연기잘하고ㅇㅇ 
10,생전에 언제 다시 둘이 같이 나오는 영화를 볼 수 있겠음;; 감독님 캐스팅 능력에 10점 드림. 
10,이 영화가 캐스팅 빨이라거나 유치하다는 사람들은 이 영화의 참의미와 결말을 모르는 것이다. 나 또한 그랬기에. 
10,간만에 정말 재미진 영화였다. 주인공들도 다 잘 생겼고 누가 초능력자인지 모르는 반전! 
10,강동원 어쩜 그렇게 감정표현 잘하는지.. 너무 슬프게 봤습니다. 사실 남들과  다르기 때문에 부모에게까지 죽임 당할뻔하고 어쩌면 평범하게 살고싶었을 초능력자 초인이 너무 안타깝고 슬퍼보였어요.. ㅠㅠ 오랜만에 다시봤...
10,"평점이 너무 낮은것 같다. 6점대는 아니라고보는데,, 흠 "
10,재밌었는데..고수도 초능력자임 결말이 어이없는게 결코 아님 
10,"좋은 역만 골라하는 배우들이 대부분일텐데, 최고의 자리에서도 악역도 마다하지않는 모습이 멋있습니다. "
10,초능력자 재밌게 봤는데 평점이 박하네 
10,제가 초능력영화 이런걸 좋아해서 그런지 몰라도 일단 둘다 연기를 너무 잘하니까 몰입도 너무 잘되고 특히 강동원 눈 부릅뜰때 소름돋음 암튼 재밋음!!! 
8,꼭 끝까지 봐야 아나..초반만 봐도 고수 능력자인데..연기들이 좋았고 초중반은 신선하고 괜찮았는데 후반은 조금 늘어졌어요~외국인 배우 발음 진짜 좋으시네ㅎㅎ 
10,존잘 
10,점수가 낮네요..ocn에서 다시 보고 있는데...역시 괜찮네요..최소 8점가까이는 되야 할것같은데... 
