score,review
2,긴장감도 없고 스토리도 엉성하다. 선거에서 승리하고자 수단과 방법을 가리지 않는다는 정치인의 민낯을 보여주고자 한 것 같은데 갈등과 대결 반전 등 통쾌한 맛이 없다. 어리버리 심은경은 왜 출연했나 모르겠다. 
10,역시 최민식의 연기력은 말이 필요없다!! 
10,쌈싸먹는장면에서 권력을 탐욕하는 악마가 보였다 
10,"최민식 연기 진짜 대박.. 역대급같음. 곽도원, 문소리 연기도 장난아님 "
10,쌈싸먹을때는 상추 3개이상해서 먹어야합니다. 
10,진짜 최고였음... 최민식 연기는 레알 명불허전 
10,이토록 현실적인 정치영화라니 거기에 최민식배우와 곽도원 배우는 더할나위 없는 조화를 보여주네 
1,말하고자 하는게 뭐죠? 2시간동안 지루했던 영화.. 끝나고 영화에 대해 남는게 없네요.. 
10,화려해보이는 선거 뒤에는 이런 이야기가 숨겨졌다는 리얼리티 영화에요 
10,연기 정말 최고였어요.. 특히 연설하는 부분에서 소름 쫙.. 마지막 장면 여운도 깊게 남네요 ㅠㅠ 정말 간만에 괜찮은 영화 봤어요! 
10,역시 믿고 보는 최민식 bb 곽도원이랑 최민식 연기 때문에 소름 돋음... 진짜 정치인 bb 
1,조잡하고 믿고보는 배우라고나온 최민식곽도원으로 기존의봤던영화같았고 그냥 내용전개가 이상하고 몰입도가 너무떨어짐 보다가 집에갈까 많이고민했음 
6,뒤집히는 반전도 없고... 훌륭한 재료를 살리지 못한 요리랄까.아쉽네요. 
10,진짜 엄청난 영화... 대선 앞두고 꼭 봐야 할 영화다. 배우들 연기력 때문에 더 실감나는 영화 
6,지루합니다 재미가 없는듯 
10,정치에 관심있는사람이라면 무조건 봐야하는영화 선거앞두고 후보이면에 온갖드러운면 잘 표현했음 최민식연기는 역시...엄지척 
5,노잼...이요....노잼.... 
10,최선이 아니라면 차선이라도 차선이아니라면 차악이라도 뽑읍시다 그렇지않으면 가장 최악인 자에게 지배당합니다. 
1,임팩트가 없었다... 
1,나오면서싹다욕하고화장실갓는데이걸영화라고만들었나이소리만나옴 
10,최민식의 연기는 정말 일품..정말잘봤습니다! 
10,시사회때 보고 왔다. 생각보다 너무 재밌는 영화였다. '유권자가 짱입니다. 투표 잘합시다' 라는 메시지를 던져줄 그저그런 내용일 줄 알았는데 그게 아니라 매우 만족. 연기력은 대만족. 보면서 곽도원 팬...
10,역시 최민식이구나를 알수 있는 영화. 
1,등장인물들이 너무 많고 인물들의 개성은 없고 줄거리는 하난데 사건을 그저 풀어놓기만 하니까 수습이 안되는 영화. 좋은 배우가져다가 감독이 망친 영화. 디테일하다는 것의 의미를 잘 모르는 감독. 
1,다 알바들인가..?근래 들어서 본 국내영화 중 가장 최악이었다.뭘말하고 싶은건지도 모르겠고 스토리나 개연성이 졸라 떨어지는 영화.. 보는내내 한숨나왔다.아니...이게 뭔 영화야? 
1,"개연성도 없고, 줄거리도 빈약하고, 유머도 없는 그런 영화... "
10,배우들 연기력 폭발... 이 시기에 보지 않으면 안 되는 필람무비인 것 같다 
10,역시 갓민식다운 연기력!!지금 딱 필요한 영화같다 
10,최민식은 진리다 오늘 보러갑니다 ㅎ 
9,"무조건적인 네거티브로 일관하는 후보들, 의도적이겠지만 국민을 위한 공약 제시의 부재 등 영화 어디에도 참된 국회의원은 없습니다. 장미대선을 앞두고 꼭 볼 영화라 생각했는데, 보길 잘했다 싶어요. 앞으로의 대한민국이 ..."
10,간만에 영화다운 영화 본거같음...ㅎㅎㅎ 보고나서도 여운이 남네요 
10,시사회때 재밌게봄ㅋㅋ 
1,회사에서 수요일 문화의날이라고 봤는데....진짜 노잼 핵노잼입니다. 분노의질주를보고싶었는데 하필 이영화개봉이라고 상영관이 확줄어서....분노가 치밀어오르네요. 집가는길 분노의질주를 하고싶네요 
5,연기력이 좋앗지만 스토리가 루즈하네요 
1,감독의 한계가 보이지 않았나 싶네요 
10,최민식은 진짜 최고다... 인생연기 정점 찍은 듯 
1,너무기대를했나..지루하다.. 
6,생각보다 스토리가 산으로간다 
10,투표의 중요함을 적나라하게 보여주는 영화 
1,화장실가고 마무리 안된기분 
1,ㅈㄴ 노잼 보지마세요 무슨내용인지도 모릅니다 결말 최민식이랑 비서랑 쌈싸먹는거 
1,뭐냐 이게.... 후회한다 
1,스토리가 재미 없어서 그런지 너무 재미가 없네요. 연기력이 재미없는 스토리를 채워 줄 수는 없죠. 노잼 핵노잼 ㅎ 
10,여자친구랑 봐서 개좋앗어요 
10,최민식님의 연기가 최고입니다 
1,최민식.곽도원 연기와 중간중간 아이디어 때문에 7점을 주고 싶지만 평점이 너무 높아서 1점드립니다 
9,눈뜨자마자 조조로 봤는데 여운 진짜.... 
1,정치인 검사 조폭 이제 그만하자.. 지겹고 또 지겹다. 
1,뻔한내용 ㅠㅠ최민식 연기보고 싶으면 추천함 
10,굉장히 사실적으로 잘 그려낸 작품 
10,하우스오브카드가 생각나네요 영화잘봤습니다 
10,현실정치 보는거 같다. 정말 재미 있게 잘봤습니다 
2,옛다 2점 열자이상 빌어먹을 
10,재밌었어요~~~~ 
10,최민식은 최민식이었다. 
10,평점 왜이러냐...  8점 중반은 되야한다고 생각하는데 
1,연기는 정말 좋은데 내용이 지겨워 죽는줄 알았음. 이 주제로도 재미가 없을줄이야 내부자들 영화랑은 느낌은 확실히 달라요. 
10,배우들의 연기는 손에 꼽을만한 작품인듯 
10,캬 정말 죽여줍니다. 시국에 잘맞는 영화 
10,"흥미로운 소재, 연기력이 뛰어나서 재미있게 잘 봤습니다. "
10,배우들  연기는 말할것도 없고 너무 재밌게 잘봤어요ㅋㅋㅋㅋ 
10,자기에게 이익이 될일이라면 무엇도 서슴지 않는 무서운 인간들 
10,"최민식, 곽도원, 심은경 이 세사람의 연기만으로도 볼 가치가 충분한 영화 "
1,"0점주고 싶은데 1점이 최하라 어쩔수없이줬다 20년전에 나와도 욕먹을영화 내부자들,더킹이 일으킨 정치영화붐 기류에 찬물을 제대로 끼얹을 멋진 영화ㅎ "
