score,review
10,꿈을 가져라... 꿈을 가지되.. 지는 해를 따라가는 달처럼 헛된 꿈을 가지지 말고.... 
10,"가방끈이 짧은지라 아는척은 안하겟음. 다만, 가슴을 하염없이 내리치는 느낌을 받았음. 이 영화 중 칼부딧히는 소리가 왜이리 서럽고 시리며 뜨거웠는지. 이건 내평생 죽기전에 한번 더 보고싶을 영화임은 분명하다 "
10,평점이 이게뭐냐 나름 괜찮은데... 박수무당같은 쓰레기 영화에 비하면 이건 10점짜리다 
10,재밋게 봤습니다 평점이 아쉽네요 
10,이 재미있는게 왜 7점도 안되지 이거본사람 다 초딩인가? 
10,"꿈에 관한 이야기다. 왕이되고싶은 차승원의 꿈차승원만을 사랑하는 한지혜의 꿈이몽학을 죽이고싶은, 한지혜를 사랑하는 백성현의 꿈이상적인 세상을 꿈꾸는 황정민의 꿈.(낮에 보이는 해가 아닌, 존재하나 구름과 빛에 가려 ..."
10,이렇게 좋은영화가 6점밖에 못받다니 전혀 이해가 가지않음 
8,황정민 차승원 말할것도없고 재미도 있고 근데 견자만 나오면 딴짓하고싶어짐   몰입도 하락 
10,황정민의 연기 다시한번 감탄한다. 
9,평점보고 보지말까했는데 생각보다 엄청 잘봤습니다.다만관객들에게 맡긴부분이많아 아쉽... 
7,어린 놈 하나가 다른 연기자들 연기를 기가 막히게호로록 말아 먹은 아주 좋은 예. 견자 맞네. 
9,이영화가 왜 흥행을 하지 못한지는 안다 연인과 머리식히로 가서 보기엔 무거운 주제다. 하지만 조용히 혼자 않아서 많은것을 느끼고 생각하기엔 더없이좋은 영화...그래서 더 아쉬운 영화 
10,개봉당시 극장에서 봤었고 얼마전에 한번 더 봤는데 여전히 좋은 작품.... 마지막에 소름이 돋았네요.  평점이 왜 저런지;; 아무리 적어도 8점이상은 된다고 생각함. 
8,백성을 버서난 왕처럼 
6,"쟁쟁한 배우들 사이에서 견자역을 맡은 백성현의 연기가  아쉽다. 어떻게 생각하면 연기가 부족한게 아니라 견자라는 캐릭터에 다소 맞지 않았던거 같다. 영화가 말하고자 하려는 부분과, 차승원과 황정민의 갈등을 풀어가는 ..."
10,누가 구르믈버서난 달처럼이 제미없다고했나.안타깝다..정말 영화잘만들었다느끼는게 있을듯차승원이라는배우가 또 황정민이라는배우의 위대함을알수있었다 
10,차승원은 이몽학 그 자체였다 
10,"내 어디한번 물어보자...몽악이 너는 떨어지는해을 쫓는 달인것이냐 아님 구름인것이냐 몽아 .....한양가지 마라,...우리같이 살자고 꾼 꿈이 이런것이냐고....................................."
1,"캐스팅 화려한데 한지혜, 백성현 어울리지 않는 연기가 영화 말아 먹음. "
9,난 재밌게 봤는데..배우도 좋고 
1,다된밥에 백성현뿌리기 소름돋을정도의 발연기로 시작부터 끝까지 꾸준하게 백성현만나오면 넘겨버렸네요 영화제목은 연기를 버서난 백성현 ㄱㄱ 극혐임 
3,견자는 왜 넣은건지.. 차승원과 황정민만 나왔으면 대박 날뻔 했는데 
10,잘만든 영화. 역사적인 풍자와 사실성이 모두 보이는 영화 
1,백성현인가 칼 몇일배우고 이몽학 황정민보다 더 쌤 외적 여러명도 거뜬하네 그리고 연기 소리만 지르고 듣기 거북하다 한지혜인가 머신가는 감독이 멀 보여줄려고 한건지 도무지 이해할수없네 
10,차승원황정민이니까!!!! 
1,스토리가 엉망이고 주인공이 너무 사춘기 애같고  연기력도 부족하다. 집중이안된다 후반으로 갈수록 
6,이쉽지만... 견자가 에러네.... 
1,이 좋은 배우들을 조연으로쓰고 주연을 쓰레기로 해놓으니 영화가 망햇지 이게 뭐냐 연기를 국어책읽듯이 하는데 이걸 왜 주연자리에 놓은건지 이해가안된다 
10,조선시대 영화중에 가장 재미있었던거 같은데..평점이 왜 낮은지 모르겠다. 10점 주고 간다 
10,별로라는 얘기 듣고 떨어진 기대치로 봐서인지 케이블에서 우연히 난 왜이리 괜찮다 느끼는지.. 10점짜린 아니지만 평점 좀 높인다는 생각에 10점 줘요 
3,"백성현이 최악. 그 역할도 문제고, 연기자체도 문제다. 그 인물과 사건만 들어내면 어땠을까 "
9,좋네요연기연출 다훌륭합니다ㅜㅜㅜ 
10,볼만하네요  명품배우 차승원 황정민 
1,알바들 고생이많다 이게 뮤슨 8점이상 영화냐백성현 나올때마다 연기 어설퍼서 그냥 ㅤㄸㅝㅤ어넘겼다.  광해 새발피도 안되는데 뮤슨 평점이8냉정하게 5점이 적당 
10,황정민 차승원 연기가 정말 대단하네요 
10,"광해, 관상 보다 훨씬 나은데~   평점이 낮아서 10점 준다 "
5,황정민과 차승원의 소름끼치는 연기만이 허무하게 남는다. 굳이 추가하자면 작금의 국회를 떠올리게 하는 동인서인 풍자랄까? 서사의 중심도 없이 그저 난잡하게 오가며 견주와 백지는 극과 따로 떨어져 인물설정과 연기 양측면...
10,한국사 공부하는 중에 재밌을 것 같아서 봤는데 볼 만 하던데.. 평점이 생각보다 너무 낮아서 10점 
10,처음으로 후기남겨요 뭐라표현할수없는 기분이에요 역시 황정민 차승원 
4,백성현님 고등학생이 화내는 연기 하는것 같아요 ;;ㅜㅜ죄송한대 작품으로 꾸준히 나오시는거 이해안됩니다.. 열심히 하셔야될것같아요 
9,붕당 정치의 폐해를 묘사한 부분이 상당히 재밌다. 액션도 좋고 무엇보다 영상미가 훌륭하다. 
2,와 씨x 백성현 연기실화냐진짜 ㅡㅡ욕나오더라 
6,백성현이 존나 미스캐스팅 
