score,review
10,나름괜찮은데평점이낮네 
10,오랜만에 느껴보는 일본 로맨스영화의 감성~!!! 
8,나름대로 만족하고 잔잔한 감동을 준다. 지루한걸 좋아하지 않는사람들은 재미가 없을지도 모르나 나는 이런 감성적인 내용과 대사 하나하나에 담긴 뜻이 무엇을 의미하는건지 생각해보는것을 좋아하기 때문에 나름 재미있었다고 ...
10,오카다 마사키 진심 존잘 
10,따뜻함이 느껴지는 영화~ 
10,평정이더높아야할영화 
8,비슷한 아픔을 가진 두 사람이 서로를 알아가는 과정이 좋아습니다! 
10,오카다마사키 연기...굳 
9,독특한 매력이 있는 영화...평이 넘 낮은거 같아서 후하게 줌. 잔잔한거 땡길때 추천합니다 
9,오~ 나가사와 마사미! 
10,참 아름다운 영화다. 30대가 되고 바쁘게 살아가다보니 잊고 있었던 감정들을 다시 느끼게 해준... 
9,"오늘 서울극장에만 개봉해서 찾아가서 봤습니다. 나가사와 마사미 주연 이라는 것만 알고 봤는데.. 생각과는 달리, 하이틴 로맨스물이라기 보다는 휴먼 드라마에 가까운 영화였습니다. 큰 사건으로 인해 트라우마를 겪는 남녀..."
8,만화보다 부족해서 아쉽네요 
9,마음 아픈 분들은 꼭 보세요!!! 
10,힐링영화ㅠㅠ진짜 재밌게 봄! 
5,마사키아니였으면 안봤다. 
9,중간에 좀 지루하게 느껴졌긴 했지만 최소한 8점이상 되는 영화예요. 
10,오마키의 다른모습을 또 발견햇다 
10,자연스러운 여운이 남는 영화. 
10,개인적으로 나가사와 마사미가 가장 이쁘게 나온 영화가 아닌 가 싶다. 
8,그럭 저럭 괜찮았다 배우들이 굉장히 예쁘게 나온다 
10,"독특한 배경을 다룬 영화.  차분하면서도 서정적이고, 바로 옆에 있는 나라지만 한국과는 많이 다른 일본만의 분위기를 느낄 수 있는 그런 편안한 영화. 나가사와 마사미도 예쁘고, 잘생긴 남주 덕분에 차분함이 지루함으로..."
10,영화 색감 넘 이쁘고 해피엔딩이라서 좋다 근데 남주의 추억하는 사람을 좀 억지로 설정한 느낌이 있음 
10,괜찮아 괜찮아 네 탓이 아니야 
9,이름때문에 (오글거릴까봐) 안보고싶었는데웬걸... 하나도 안오글거리고 재밌게 봤어요약간 달달하기도 하고 첫사랑 생각나게 하는 영화에요따뜻하 느낌도 좋아요..ㅠㅠ 
9,오랜만에 내용도 좋고 재미도 있는 영화를 봤다. 
10,가볍게 일본 로맨스 영화 보고 싶을 때 딱이다 
10,하루타ㅠㅠㅡ?ㅜㅡㅗ?ㅠ♡ 
10,일본특유의 영상미와 더불어 너무 슬프면서도 힐링되는 영화. 눈물 많이 흘리게 만든 영화. 오카다 마사키 연기 굿 ㅋ 
8,약간 아쉬운 점은 중간중간에 연결이 잘 안되는 것 같기도 했습니다.그 외에는  일반 로맨스가 아닌 드라마형식으로 해서 잔잔함을 느꼈습니다. 또한 하루타는 민경훈 같았습니다. 
10,영상 그대로 흘러가는 대사들을 생각하는게 바로 와 닿지 않을때가 있다 . 다시 되돌아가서 보면 뭔가 해답을 찾은느낌이 들때 이런거군아 느낄때 감동이 더 와 닿는다. 지금 갈께~ 분명 지금 말할때가 있군아 느껴 보네요...
6,"배우진. 뭐 괜찮음.. 근데 너무 확 전환된 스토리에, 뭔가 맥이 빠진다..  아픔은 뭔지 알겠는데.. 그아픔도 뭔가 둘이 스토리상 대충인 느낌이고.. 과거와 현재의 연관성.. 직접적인 연관성은 없더라도.. 무언가의..."
9,원작이 좋아요 원작이. 원작으로 평점드립니다. 이 작품은 항상 보면서 생각나는 아이가 있어서 참 볼 때마다 마음 아프게 보네요. 영화는 배우 얼굴들이 진짜 ‘깨끗하고 연약한’ 그 자체로 섭외잘하신듯 
7,나가사와 마사미와 영화 제목만 좋았다 
4,시네프에서 방영하길래 봤어요. 1부는 재밌게 봤는데 2부부터는 지루했어요. ㅋㅋ그래고 힐링로맨스이긴 하네요 
7,초반까진 괜찮았는데 뒤로 갈수록 인물도 많아지고 대사가 이상하거나 인물들 성격이 이해가 안감. 그냥 가끔씩 배경음 조용해지면서 아련한 말 던져서 분위기 유지.. 배우들 말고는 볼 게 없다. 여운도 없고 분위기 있어보...
10,오카다 마사키에 나가사와 마사미 
8,연약하고 깨끗한... 
9,오랜만에 느끼는 감수성있는 일본표 멜로~~ 근데 평점이 너무 낮네ㅠㅠ 
10,따뜻하고 감동적인 영화 좋다. 
10,마음이 따뜻해지는 영화 
10,따뜻한 영화네요. 서로의 아픔을 사랑으로 감싸는 모습이 좋고 감독은 관객들이 원하는 모든 해피앤딩요소를 잘 썼네요ㅋ 
10,상처가 있는 남녀가 회복되고 치유되면서 다시 사랑하게 되는 따뜻하고 섬세한 영화. 모처럼 좋은 영화 봤어요. 
9,나도 내 치부를 들어낼수있는 사람을 만나고싶다. 
10,"주연의 케미가 굉장히 좋았고, 감성을 자극하는 게 여운을 남겨서 마음이 잔잔해지는 그런 영화. "
10,굿 명작....여운이 오래남는다 
10,재미짱성양인들이봐도재미잇을듯 
10,제목이 곧 내용이었지만 배우들의 예쁜 연기는 오래오래 내 기억속에 머물것 같다 
10,조용하고 따뜻했던 영화 재밌어요 
10,아련아련한 작품! 지금 시즌에 딱인듯! 
7,어제 왕십리에서 심야로 보고 왓는데막 기대햇는데그냥 뭐 무난하다는 그런 영화일본영화 저 처럼 좋아하시는 분들은 볼만해요 
10,오랜만에  보는 따뜻한 감성의 영화. 다양한 연기 스펙터럼을 가진 오카다 마사키가 다시 한 번 빛난 멋진 드라마~ 
5,"나가사와 마사미, 울때 얼굴 이상해짐 주의 "
10,정말 좋아하는 영화 
10,"따뜻한영화,  마지막 엔딩이 미소짓게 합니다. "
6,일본 영화 특유의 내용이나 담백한 점은 좋습니다. 
6,오마키 아님 안봤다..걍 오마키 얼굴 감상용 초반엔 좀 재밌더니 중반부터 훅훅 쳐짐 
6,나가사와 마사미의 절정 미모~! 
8,갑자기 말하는 어린이 말도 안돼.- 하루타는 지가 전화하다 사고난건데 칸나는 왜 그리 마음에상처입었는지가 이해하기 어렵군요. - 지금 고백하세요 용기를 가지세요 
6,중간중간 연출과 전개가 아쉬운 부분이 있지만 전체적으로 흡입력도 좋고 극의 분위기도 좋았다. 
10,보는 내내 남녀주인공들 그리고 하쿠타.. 진심으로 행복했으면 하고 빌었어요 ㅠㅠ 
6,20대 때는 이런 일본 특유의 감성이 너무 좋았는데 이제 나이가 먹어서 그런가 이제는 조금 유치한것 같다. 그래도 나가사와 마사미 여주인공은 언제나 정말 이쁘다. 
6,중 후반에 공감이나 설득이 안되고 억지로 끌고 가는 부분이 많다 
8,"사랑한다면 고백하라. 지금, 옆에있는  그 사람. "
8,단순한 러브 로맨틱 신파극 영화가 아니라 대사 하나 하나 곱씹어서 볼 수 있는 영화였다... 뭔가 상실의 시대 느낌도 났고... 
10,사랑하기에 아직 마음이 아픈 사람이 보면 딱일 것 같아요.잔잔히 풀어내는 내용이 좋아요. 
10,소녀 김세윤 영화애호가님의 추천으로 보게 되었어요. 영화 이름처럼 깨끗하고 연약한 것 같기도 하지만 영화는 정말 재밌었습니다. 마사키 완소남. 흡. 
5,영화만의 매력이 더 있었으면...너무 무난해 
9,사실 마사미짱 보려고 본 영화 마사미짱 너무 이쁘다 ㅠㅠ 
10,주위에 있을법한 소재를 통해 공감가는 잔잔한 여운.일본영화를 보는 이유가 잘 들어있는 영화. 
10,이런영화 너무 좋아요 ㅠㅠ 
10,영화배경도 너무 이쁘고 여운도 오래가는듯 
10,원작만화만 생각하면 당연히 평점이 낮을 테지... 그러나... 
10,전 이런 장르 너무너무 조아하는데요..개인적으로 조아하는 배우들이 나와서 더 잼있게 잘보았습니다...ㅋㅋ핸드폰에 소장되어있어서 계속계속 보구있어요ㅋㅋㅋ 
3,많은 것을 바라고 보면 실망할 영화 
2,별로임 감독이도둑놈같아 
7,나가사와마사미 정말 사랑스럽다....연기까지 너무 잘해.... 
7,"좋아하는 배우 나와서 봤지,.. 그냥 그럼. "
4,아픈 추억 곱게 접고 새 추억 쌓자는건데... 넘 유치하고 말도 안되는 부분도 많고... 무슨 얼라가 묵언수행을 하냐ㅋ 
1,남자가 보기엔 노잼ㅇㅇ초반 좀 보다가 껐음 역하렘물인듯 
7,내용 메시지 좋으나 재미도 없고 감동도없음 
7,"나도 깨끗하고 연약한에 나오는 저런 사랑을 꿈꿔도 괜찮을까라는 생각이 ㅡㄷ느득들게되는 영화였다. 개인적으로느ㅜㄴ는 영화보다는 만화가 더 좋았다,. "
6,잔잔하고 따뜻한 감성의 영화 
7,"서로의 아픔을, 서로의 부족함을 채워나가는 것이 진정한 사랑 "
6,Beyond the Memories 
8,잊으려고 노력하기보단 지켜주고 꺼내봐주고 기억해주길.... 
10,차라리 영화 속의 이야기이기만 했으면 좋았을텐데.. 
10,공감대가 있는 사람들이 사랑에 빠지게 되나보다 너무 훈훈해아 외로워 
7,"딱 일본식 로맨스, 그래도 보는 내내 잔잔한게 좋다. "
7,"마사미 연기가 조금 흔들리긴 하는데, 스토리 나름 괜찮았음 "
8,잔잔한 감동을 주는 영화 
9,영화의색감이 좋아요~스토리도 배우도...몇번을 다시봐도 좋아요 
10,보는 내내 가슴이 따뜻했다! 
10,잔잔하고 재미있었어요! 만화로는 안봐서 그런지 모르겠지만.... 
10,사랑하고싶어지는영화~잔잔해서좋네요 
9,이런 캐릭의 마사미 너무 좋다.. 
10,서정적이고 잔잔한  아름다운 영화.  재미있게 봤어요 
10,보는 내내 힐링 할 수있었던 영화☆ 
10,오랜만에 프로포지대작전 요시다레이로 돌아온거 같은 나가사와 마사미보는 재미가 ... 
9,무츠미가 너무 귀여워서 몇번을 돌려봤나 모르겠다ㅠㅠㅜ사랑스러미ㅠ_ㅠ♡ 
8,생각보다 괜찮은 내용이네요 
10,일본다운 영화였음 열자 
10,정말 가슴이 따듯해지는 영화 
9,만화로는 안봐봤지만 재밌네요 대리설렘 ㅎ 
8,죄책감은 잊을 수도 지울 수도 없다.잊으려고 지우려고 하면 할 수록 더욱더  늪에  빠지기때문이다. 하지만 희미하게 만들 수는 있다. 죄책감에 맞서면 된다. 
10,일본멜로 좋아하시는 분만 보세요 
5,나가사와 마사미가 아니었다면 중간에 껐을 것이다. 소재는 뭉클하나 오글거리는 맨트와 중2병 스러운 대사들이 본래 스토리를 헤친다 
6,상처가 있는 사람들의 사랑이야기를 늘어놓은 것 뿐 
6,여운이 남는 영화가 좋아서 이건 별로...누구에게나 인기 있는 여주?  와닿지가 않고 그런 뻔한 스토리를 여자들이 좋아할까 
6,여배우 연기가 약간 오버스러워서 몰입이 안 돼. 연기를 애니로 배웠나... ㅋ 여주 남주 외모 보는 재미로 봄. 그냥 킬링타임용 
5,훈훈하고 예쁜건 좋은데 보는 사람을 끌고가는 힘이 모자라거나 일본 특유 짜증 유발하는 유치함이 아쉽다. 
6,보는내내 또 누가 죽으려나? 하면서 조마조마 했던 영화. 로맨스 영화가 이렇게 조마조마하긴 처음이다. 그래도 배우들의 깨끗한 외모에 집중할 수 있었다. 그저그런 일본 특유의 영화. 
5,남자가볼껀 아니라는~ 그냥영화자체가 제목이름인듯보여~ 
6,나가사와 마사미와 어울리는 제목... 
10,이쁜 스시녀들이 나오는 영화는 눈으로 보는게 아니라 마음으로 보는 것이다!! 
2,깨끗하고 순수함을 연출하기 위한 인위적인 전개와 플롯은 일본의 멜로의 현실을 잘 말해주네요. 인스턴트한 시대 속에서 쥐어짜야만 하는 순수함은 이런 것이다라고 잘 묘사해주는 영화입니다. 
7,기억을 추억으로 만들어가는 영화 
6,이쁜데 뭔가 아쉬움.... 
5,배우들의 비주얼이 살린 영화. 뻔한 로맨스 영화. 
1,내용이 중간중간 건너뛰는 듯한 느낌.. 
3,깨끗 연약하려고 발악을 하네 
5,"괜찮은 주제, 나쁜 연출. "
5,내평  생각보다 지루했음. 그리고 여주가 괜찮다고 생각했는데 우익이었음ㅡㅡ 우익이 나오는 영화가 한국에서 개봉하는 거 너무 불쾌함. 
1,겨울연가 한장면도 빠짐없이 100% 표절이구만 
3,좀 억지스럽기도 하고.. 중간에 도저히 못 보겠어서 보다 끔. 
1,진짜 별로야..너무 별로여서 너무 황당함..소재는 좋은데 스토리가 진짜 황당함 오카다마사키랑 나가사와마사미는 예쁜데 진짜 너무 영화가 구려....일본 특유의 감성은 있지만..할말하않.... 
1,노잼영화를 노잼영화라고 부르는데 뭔 10글자가 필요한가 
2,멜로/로맨스인데 웃음만 나오는 영화그나마 별점은 배경이 이쁘고 어쩌다보니 등장인물들한테 정이붙어서...어이가 없어서 웃다가 정들엇다^^.. 너무 기대하지마세요 
1,따뜻함이 느껴지는 아름다운 영화 다시한번 보고싶다. 
