score,review
10,한번보면 빠져들거다 
10,웰메이드 드라마란 이런것! 
10,하균신의 옴팡지고 귀여운모습이 많이나와 행복한 드라마 ㅋㅋ♥ 
10,로맨스와 정치 모두 잡은 달달한 드라마 
10,내인생최고의드라마 
10,시청률이 적어서 많은 사람들이 이 좋은 작품을 못봐 아쉽지만.. 정말 재밌었다. 
10,하균 신. 최고! 
10,드라마보면서 설렛던적은별로없엇는데 정말 꿀잼드라마이고 신하균앓이.신하균♥ 
10,"많은 사람이 정치와 진보, 보수란 소재 때문에 이 드라마를 보기 꺼려하는것 같은데.. 그냥 그것은 소재일 뿐입니다. 뻔한 스토리라고 생각하신다면 정말 잘못된 생각입니다. 오히려 연애에 초점을 맞추고 이것에 정치라는 ..."
10,정치라고 보면 분명 미흡한 드라마다. 하지만 로코라고 생각하고보면 로코에 정치를 적절히 배합한 최고의 드라마다. 신하균 이민정 연기 잘어울림bb 
10,"주연에서부터 조연까지 소외되는 것 없이 모든 캐릭터가 살아있고, 이야기가 있으며, 사랑스러웠다. 이런 드라마... 본 적 있는가? "
10,명연기 명대사 명연출 한마디로 최고의 드라마 
8,드라마를 보면서  설레이면서  봤던거 같다.. 
10,마지막 연설 정말 감동. 한번더 생각하게하는 좋은 드라마였어요. 정말 좋아하는 배우 신하균님이 나와 더 행복했던 고품격 명품 드라마였어요~오래 기억남을거에요. 
10,"시청률이 왜  잘 안 나왔는지 이해할 수 없다. 주, 조연 한 명도 빼놓지 않고 매력 있는, 정치와 연애의 적절한 조화를 이룬 진정한 의미의 웰메이드 드라마! "
10,이 드라마 이렇게 재밌는지  몰랐네요ㅠㅠ 하균신짱!! 
10,신하균 앓이 시작~ 이렇게 괜찮은 드라마가 와면받는 한국사회에 통탄하게 됨 
10,시청률이낮았어도전혀아쉽지않을만큼 재밌고유쾌한 로코드라마♥♥♥ 
10,"나야 말로 잘 알아 노민영 댁이 왜 이러는지. 생각을 좀 해봤는데 나랑 똑같더라구? 노민영 당신 지금 도망가고 있는거야, 내가 그랬던 것처럼. 그건 곧 노민영이 나 김수영을 신경 쓰기 시작했다는거지. 아니, 좋아하기..."
9,최고의 드라마입니다. 신하균 매력을 알다~~!!!일하는 바쁜 우리들은 DMB로 시청하니까^^ 
10,이민정 사랑합니다.. 
10,말이필요없다.....최고...............진짜최고...교훈+재미 둘다 최고... 
10,내 인생 최고드라마 아직도 봄만되면 그립다 
9,한번쯤은 꼭 봐야하는 드라마 
10,"시청률 빼고는 모든게 완벽했던 드라마.. 대본, 연출, 연기 삼박자가 이토록 웰메이드인데 어째서 시청률만 그렇게 안좋았을까ㅠㅠ... "
10,역시 신하균ㅠㅠㅠ다시봐도 재밌어요 굿 
10,정말 아름다운 드라마 3년째 이것만 봅니다.공부하다 머리 식힐 때 아주 조금씩...주연 조연 극본 연출 영상 음악어느 하나 버릴 것 없어요좋은 작품 만들어 주신 참여하신 모든 분들께감사의 인사를  꼭 전하고 싶어요....
10,"끝난지 2년이 지났는데도 기억나고 다시 보고 싶은 드라마, 트랜드를 거스른 배우들의 연기가 돋보이는 작품이다. "
10,막장없이 기여운 악역이있는 재밌는 드라마였어요~ 
10,신하균이라는 배우에게 완전 빠져들게 하는 매력적인 드라마~~보고 또 보고.  반복을 해도 너무 좋다 
10,봄이 되면 생각나는 드라마 
10,내 연애의 모든 것 이야말로 웰메이드 드라마! 
10,신하균ㅠㅠ아 이거보면 ㅠㅠ으 
10,사랑스러운  드라마 그리고 한국정치를 꼬집어 줬던  드라마가 아닌가 싶다 
10,다시보기로 세 번 봄... 오로지 균신 때문에... 
10,한번만 봐봐라!! 진짜 재밌다 
10,그냥 짱 이민정은 이쁘고 신하균은 멋있음 
10,짱짱짱♥♥신하균 사랑해요!!! 
10,본방사수에 vod다시보기세번...보고또와도질리는 장면없이 어찌나 깨알재미가있는지..캐릭터 설정좋고 연기력은 뭐 말할필요없구요 이민정씨도 요기선 캐미가좋은듯해요. 겁나 달콤하지만 유치하지않고 2013년도본드라마중 유일...
10,정말 재밌는 드라마예요 ㅠ ㅠ 작년에 잠깐보고 올해 생각나서 다시 보고있는데 너무 너무 재밌고 좋아요ㅎ ㅎ 
8,신하균 팬이 된 계기!! 김수영 의원 짱짱!! 
10,하균신  연기력  지립니다...재미도있고...6 
10,정말  재미  있고 유쾌한 드라마에요~  강추~시청률이  모든게 아닌거 같아요~사실 첨엔  시청률보고  볼까 말까  하다가  봤는데~너무재미 있어요 
8,난 그저 이런 드라마가 좋을 뿐 
10,이걸 이제서야 보다니....정말 최고의 로코. 하균신의 달달함 진심 최고임 
10,신하균이다! 무슨 말이 더 필요한가! 
10,배우들 연기도 우수하고 스토리도 흥미진진하고 대사 하나하나 넘 재미있었어요. 단지 소재가 '정치'이다 보니 대중들에게 쉽게 다가가지 못한 것이 아쉬웠어요. 정치에 문외했던 저는 정치와 국회에 대해서 쉽...
10,전 진짜 재밌게 봤는데 시청률이 안나와서 아쉬웠던드라마에요ㅠㅠ 
10,보다보면 어느새 미소짓게되는ㅜㅜ 시청률이 왜 그렇게 나왔는지 모르겠다 신하균 존잘졸귀!! 
10,신하균최고! 
10,내 인생 대박 재밌는 드라마!!!완전 너무 아기자기한 드라마!! 넘좋아요 
10,내연모 잘봤습니다^^♥ 
10,시청률이랑관계없이너무재밌었어요!!!준하오빠짱짱 
10,달달한 로코에 이렇게나 멋지게 어울리는 배우라는 사실을 왜 이제야 알게된건지!!!!앞으로도 이런 달달한 모습 좀 많이 보여주세요!!!! 
10,"보는내내, 그리고 보고나서도 계속 행복한 미소가 지어지게하는 명작!대사나 생각하는 방향 등이 정말 마음에 들었고, 배우들 연기도 정말 집중 할수밖에 없게 만들었네요~!이런작품 또 나오길 바랍니다! "
10,최고최고!  시청률과 재미는 비례하지 않는다 
10,너무 재밌다 크아아아아아아아 
10,신하균 눈빛이 진짜 사랑에 빠진 남자같아요 
10,무겁지도 않지만 또한 가볍지도 않게 정치와 연애를 맛깔나게 풀어간 수작 
10,내연모ㅠㅠㅠㅠ 끝나서 아쉽다ㅠㅠ 
10,지금도 보고 싶다. 
10,신하균 매력이 넘쳐남.. 설레이면서 보았다..! 
10,Gooooooooooooooooooooooooooooooood!!!!!! 
10,정말 사랑스럽고 소중한 드라마.신하균의 재발견! 
10,설레임가득하고 모든 출연진이 사랑스러운 드라마였습니다 
10,마지막회가 너무 달달해~ 
10,최고 
10,내생에최고의드라마♥♥경스그사세연애시대재치고내마음속1순위로굳건히자리잡았다 순위변동은오랫동안변하지않을것같다^^ 
10,하 정말 수목 내연모보는게 제 삶의 낙이었는데 이렇게 끝나니 전이제 어떻게 사나요ㅠㅠ주말마다 정주행해야겠어요;0; 감독님들 출연자분들 모두 수고하셨고 이렇게 멋진작품 만들어주셔서 감사합니다♥소화기커플 젓갈커플 영원하...
10,안보면 후회할 최고의 드라마... 이제 수요일 목요일은 뭘보며 버티지.. 
10,정말너무재밌는데시청률이항상안타까울뿐ㅠ 
10,완전 재미지다 ㅠㅠㅠㅠㅠㅠㅠㅠ 
10,아 내일부터 어떻게 살아가나 ㅠㅠ 내 인생 최대의 낙 ㅠ 내연모 ㅠㅠㅠㅠ 
10,완전재밌구이제못보니아쉬워ㅠㅠ신하균이민정넘이뻤음♥이거봤음다빠졌을텐데 시청률이마니안나와서좀아쉽ㅠ 
10,숫자로매길수없을만큼의 재미와 감동ㅠㅡㅠ 모든출연진분들 연기 너무너무 좋았고 정말 사랑합니다ㅠㅠㅠ 잊지못할거에요ㅠㅡㅠ 내연모 포에버♥♥♥ 
10,살면서 ㅤㅂㅘㅅ던 드라마중 로코장르는 처음ㅤㅂㅘㅅ엇는데요.. 너무 재밋고 연기들도 정말 잘하시고 나무 좋앗어요! 그립다ㅠㅠ 
10,최고 
10,정말 최고였어요 ㅠㅠ 이민정씨와 신하균씨 연기 너무 좋았어요!! 
10,<3 
10,완전 재밌는 드라마!끝나서 아쉽군... 
10,Good 둘이 케미 짱ㅜㅜ 너무 이쁘고 드라마도 재밌다! 
10,정치드라마는 처음보는데 이렇게 재밌는 드라마가있다는거에 너무 고맙고 사랑스러웠다 정말 연애초보들한테는 많은 도움이 ㅤㄷㅚㅆ을거같은 드라마일수도있었다는 드라마가 될거같다 정말 이 드라마를 보면서 정치에 대한 문제점을 잘 꼬...
10,아쉽다 아쉽다ㅠㅠ 
10,진짜.내 인생에서 최고의 드라마.  신하균의 매력을 모두 볼수 있었던 보는동안 날 매우 행복하게했던 드라마. 
10,너무너무 재밋어요ㅠㅠㅠㅠㅠ신하균ㅠㅠㅠㅠ 
10,미.칩.니.다 
10,이런 드라마가 더 많아 졌음 합니다잘 보고 있습니다 ★★★★★ 
10,말이  필요없음  걍 보셈ㅠ 
10,시청률은 진짜 숫자에 불과한 월메이드 드라마. 연출 극본 연기 모자란게 하나도 없는 최고의 드라마 
10,보는내내 광대 승천하게하는 신하균의 로코연기!이게 마흔살에 가능한 연기력이란 말입니까?그의 연기의 한계는 어디까지인가요항상 기대하게되는 배우입니다^^ 
10,아내의유혹이 40%를 찍는 시청률은 어차피 작품성과는 무관하다. 내연모는 극본 연출 연기  그 어느것도 하나 빠지지 않는 최고의 드라마! 
10,"시청률로만 평가할 수 없는 웰메이드 드라마.내연모는 생방촬영을 잊게 만들 정도로 대본부터 연출, 연기, 편집에 심지어 배경음악까지 완벽한 드라마이다.로코  장르를 즐기지 않는 나같은 시청자들도 오글거림없이 매 회 설..."
10,내 인생 최고의 로코bb 
10,신하균 너무 멋지다.... 미소가 완전 아름다운 하균신 ㅠㅠ이민정하고도 잘어울리고 내인생 최고의 로코~ 
10,하...최고! 
10,그냥 쩔어.. 
10,완벽함. 
10,저에게  있어서  최고의  로코입니다! 
10,균신bb 말이필요음슴 
10,완전 멋진 드라마! 짱짱짱!! 
9,유일하게 본방사수하는 드라마~~재밌게보는 사람들을위해 힘내세요~~ 
10,"최고, 신하균 늪에 빠져 벗어나기 힘듦, 하.,,, 눈만 높아져서 큰 일 "
10,재밌음진짜진짜 엄마한테예고편만 보여줬는데 엄마도 같이보게ㅤㄷㅚㅆ음ㅋㅋㅋ내용도 참신하고 캐릭터들도 참 좋은데 시청률이...  막장드라마가아니라서그런감... 
10,보고 또 보고 또 보고 또보는중ㅋ_ㅋ 최고다진짜 
10,신하균의 연기에 푹~ 빠져드는 최고의 달달한 드라마~~*^^* 로코물이 이렇게 어울릴 줄이야~ ㅠㅠ 
10,"왜?  시청률이 안나올까요?  너므~~  잼있는데~  하균,민정 진짜로 사귀는거 같이 연기가 넘 자연스러워요 "
10,"신하균 이민정 연기를 너무 잘 해서 푹 빠져있어요~~특히 신하균님의 눈빛연기~~사랑 안 할수 없겠어요~~곧 끝나면 어쩌죠?  요즘은 수, 목 만 기다리는데~~ "
10,신하균과 이민정의 연기도 훌륭하고 너무 달콤한 웰메이드 드라마 
10,웃으며 즐겁게 볼수있는 유쾌한 드라마. 
10,하균신 이목구비가 뚜렷해서 표정이 다양하셔ㅋㅋ 덕분에 로코보는맛나요 빅까지는 민정ㅤㅎㅛㅇ은 별로였는데 내연모보고 호감ㅇㅇ 키순이형님도 수고하십니다 이제 두회남았는데 너무아까움. 근데 단 한장면도 스킵안하고 풀로 본 드라마...
10,자들 디엠비로 보는건지... 시청률이 너무 낮네요...진짜 재밌는데... 
10,연기의신 신하균느님..♥ 시청률저조한게이해가안된다 흥해라!! 
10,ㅋㅋ 괜찬은데.. 이상하게 시청률이 낮네... 
10,왜 시청률이 이렇게 낮은지 이해가 안되는 드라마이 드라마의 저조한 시청률은 영원히 미스테리로 남을듯 
10,달달해요♥♥근데시청률이안나와서슬퍼요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ엄청재밌는데....ㅠ 
10,"이민정. 신하균,,,,,,연기 정말 압권 "
10,재밌게보고있습니다 마지막까지 응원하겠습니다^^ 
10,재밌게 봤어요^^ 
10,내맘을 두근두근하게 만드는 남주는 신하균이 처음...으흑ㅠㅠ내연모 너무 재밌어요! 끝까지 팟팅! 시청률 좀 더 오르길~~~~~ 
10,진짜 재밋는데 시청률이 왜캐 안나오는지 모르겟엉 ㅠㅠ 재방송도 잘 안해주고 케이블에도 안나오궁 ㅠㅠ 좀 밀어줘요 sbs!!! 
10,좋아요~ 
10,ㅜㅜ  넘 좋아용ㅜㅜ 심장이 두근두근♥♥ 
10,최고 최고 
10,신하균님을 너무 좋아하게 만든 드라마 
10,"궁, 커피프린스 이후 젤 재밌는 드라마. 뒤늦게 보고 재밌어 이틀간 밤새우며 1회부터다 봄. "
10,내용이 신선합니다 
10,내연예의 모든것 대박나라 한공간중에서 설레임과 감동을 주는 드라마 파이팅! 
