score,review
10,여주인공이 처음부터 끝까지 노팬티로 나오는 영화는 처음이다... 
1,여배우 몸매는 10점...영화는 쓰레기 
10,여주인공 몸매가 살아있네 
10,비티비 모자이크 짜증나네. 
10,극장에 걸리는 영화로 눈이 이렇게 호강하기는 처음이다. 
10,여주인공의 노고에 10점 
10,왜  이영화를 쓰레기라고 평가하는지 모르겠다.. 마치 하나의 야동에 비유하듯 색안경 끼고 바라보지 않았음 한다 
10,나쁘지않았다나름 예술성도 있는것같고...특히 여배우의 연기에 진짜로 감탄...대단하다고 박수쳐주고싶다. 액션연기에 노출에다가 실감나는 인형연기;; 주인공이 자기랑 관계안해주고 혼자 위로하는거 지켜보고는 약간삐지던표정...
6,"처음엔 그냥 야한 B급 영화라고 생각하고 봤는데, (그리고 실제로 야하다) 나름의 주제의식을 가진 예술 영화였다. "
7,희한한 Japanese Fantasy... 마냥 깔 수만은 없는 뒷맛. 
10,원래 노팬티 모자이크 작품이니 노모를 찾는 수고는 하지 말길 바랍니다. 
4,그렇게... 빤스를 입히지 않아야만 속이 시원했냐!!! 
10,그저 야한영화나 보자 해서 시청했는데 나름 좋은 영화였다~ 일본영화 특유의 익숙치 않은 화면도 있었지만 전체적으로 보여주는 줄거리와 마지막 여운까지 마음에 들었다. 
10,코코네짱 귀여워 ㅎㅎㅋ 이 영화는 진짜 여주인공 노고 생각해서라도 무조건 10점 줘야함!! 고생 많았겠다 찍느라 ㅎㄷㄷ 
10,서너번 흔들기용으로 굿 
6,마네킹과 인간 환상과 비참한 현실 사이에서...은근하고 측은하고 묘했던 에로틱 드라마... 
10,"근원적인 외로움. 현대인들은 모두 사람들에게 관심 받고 싶어하고, 인정받고 싶어한다. 내 옆에 누군가가 있다는 건 .. 감사해야 한다. "
5,성적 판타지를 배제한다면 사회에서 어떤 이유든 버림을 받을 시 나약한 청년이라면 그 고통은 스스로 절제가 안 된다는 사실 
8,음모 계속 나오는거 보고 놀랐는데 문제는 결정적일때는 모자이크 처리해서 2점 감점. 후반 스토리는 꽤나 슬픔. 
5,여배우 촬영하느라 고생많았겠네 
10,사사키코코네 개좋아 짱짱걸 
