score,review
5,마이클 존나 패죽이고싶다 
3,성격 더러운 친구 만나면 인생 조진다는 훌륭한 교훈을 주는 영화 
1,싸우나랑 싸우는 영화. 
6,제일 멀쩡한 이안만 희생된 영화ㅠㅠ 
4,실화를 바탕으로 만든 영화네요 음주가 얼마나 무서운지 경고하는 것이니 왜 만들었냐 하지마세요 
6,어떻게든 돌로 사다리를 들었어야해 그방법뿐이다.. 
2,옛말에 약쟁이랑은 상종을 말라고 했지 
1,"제나, 마이클, 르네 이 문제의 세 명, 때문에 원통하기만 한 이안.  정말 영화 보는 내내, 이렇게 내 입으로 상욕을 내 뱉아 가며 혈압오른 건 오랜만이다. "
1,멍청한 친구 하나 때문에 이게 뭐냐 ...그런데 이걸 왜 만든거야 
1,걍 답이 없는 영화..노답 
6,밀실공포보다 더 무서운 인간재해 
1,잠안올때보세요.   잠이솔솔  오길래 보다가 졸았네요 
8,마이클 여친한테 차였을듯 
2,포스터를 보고 기대감을 높이면 시간아까운 영화. 4배속으로 보시길.. 
6,탈출방법. 전구로수건을 길게잘라 끈.판자때기 돌로 쳐 나무를 길게 뽑아 끈으로 묶어서 손수례를 들어 올린다. 
1,평점 쓸것도 없다. 욕도 아까운 영화. ㅡㅡ하... 
1,하.... 할말이 없다 . 
5,실제로 있었던 일이라잖아 제작의도도 이해 못하는 멍청한 인간들 참 많네. 그나저나 마이클 여친 섹시하다. 
1,사우나에 못들어갈듯 ㄷㄷ 
1,이안 없었으면 어쩔뻔햇노 개허무하네 
2,정제 모호한 사우나 밀실게임...스릴없는 스릴러... 
1,답답다... 답답해.. 
1,와 영화보다가 내가 죽는줄.. 1점도 아깝다 
5,두여자때문에 암유발 영화 
6,여자인물들 둘이서 아주 똥을싸네 똥을 싸이안이 존나 불쌍하다 
10,심심 해서 보는 정도로 답답하지만 
2,이걸 끝까지 본 내가 자랑스럽다... 
1,감독이 무슨생각으로 만들었는지 궁금한 영화다. 
1,하... 뭐냐 이건 그냥 노답 
10,킬링타임으로 괜찮은거 같음 
1,이런건 본다는건 시간낭비예요.... 이런쓰레기영화는 없애버려야함 
10,아무것도 모르는 찌질이들어쨋든 실화를 바탕으로 만든거고 감안하면서 봐야지영화 감독들 나셨네 
5,인간들이 문제다. 진짜 
10,평점관리용 10점. 실제 평점은 4.6 
2,야한거 기대하고 봤습니다.죄송합니다. 
1,사우나의 상황을 영화를 가장한 쓰레기로 만들었네 
10,재개봉했냐.. 영화제목은 왜그러냐 
1,"아오.. 미친 년 둘 때문에 이안은 미쳐 죽어버리고. 마이클이 결국 실수로 놓아버리긴했지만, 저런 미친 상황을 만든건 두 여자 탓이 크다. 꽥꽥 소리지르지 않고 말 좀 들었으면 셋다 살았겠지. "
10,개꿀잼^_^ ㄷㄷㄷ 굿 
10,실화바탕이래요 전 사실 안봄ㅋ 
10,우와 진짜 재밌다 꼭보세요 
10,10자쓰라고 해서 10점드립니다^^ 
10,평점관리 해준다 ㅋㅋ; 
1,뭐냐 이 영화 제목 왜 이럼 근데 평점 개 낮네.. 그렇게 재미 없나 나중에 한번 찾아서 봐야지 도대체 어떻길래.. 포스터보니깐 무서워보이는데 
1,이 영화를 보고 암이 나았습니다 
3,밀폐된 사우나속 온도지수가 상승할수록 몰입지수는 하강. 소재는 좋았지만 한정된 장소와 제한된 여건속 지속적 흥미를 주기 위한 아이템 즉 장치적 요소가 부족하지 않았나 싶다. 
1,어째서 생존게임이야? 
1,재가공포용영화매니아인대요^^이건보지마새요ㅎㅎ돈만낭비합니다.공포영화매니아로서얘기하는겁니다. 
1,마지막 진자 존나 허무하고 화난다 
2,기대했는데 뻔한 스토리;; 
4,와 저 사다리가 문재앙이고 사우나에서 죽어가는건 국민들 같네 
