score,review
2,일본인들은 중 2때부터 뇌성장이 멈춘 거 같다. 
10,"이영화는 분명 한국인의 놀라운 손재주와 기술력을 일본이 시기하여 본 사람은 손발이 오그라 들도록 만들기 위해 한국에 수출한 것임이 틀림없다.매우 뛰어난 작전이었기에,그리고 까이고 있는게 불쌍하기에 10점 준다. "
1,일본영화는..연출 진짜 노답...차라리 캡틴하록처럼 전체를 CG로 하던가.. 
1,일본 영화의 현실 부들부들 
2,아.진심 CG...할말이 없다...그냥 어린애들이 보기 딱 좋을듯.. 
1,도쿄를 지키니까 흥행 실패하지 신명나게 도쿄 때려부셔봐라 그럼 알아서 세계 평화도 찾아올거고 대륙인들이 흥행 성공 시켜줄꺼다. 
1,820억원을 들여서 이런 졸작을 만들다니.... 감독이력만봐도.. 심심풀이땅콩 일드 감독을.. 진중한 SF물 감독을 시키다니... 노답일세.. 살다살다 이런 졸작은  오랜만이다 
10,820억갖다버림잼ㅋㅋ 
1,일본이 작정했네. 우끼끼 
1,뜬금로맨스.. 뜬금 멘트.. 간지러워 죽는지 알았다...제발 이러지 말자... 
1,800억짜리 쓰레기다....ㄷㄷㄷ 
1,일본도 응답하라1994 열풍인가... 그 수준이네..아니... 10년은 이르다. 84년 수준이다. 
1,0점을 줄수없어 아쉽다. 제작비 850억은 누가들고튀었는지모르겠지만 트랜스포머의 위대함을  다시한번 일깨워주는 영화였다 
1,방사능 빨고 만들엇나....ㅋ 
1,독수리 오형제는 역대최고급 똥으로 남을듯 
1,일본애니는 세계최소 수준이지만 영화는 왜 이따위냐?  제대로된 영화감독부터 섭외하는게 맞는것 같다 
1,내가 정말 수능끝나고 시간낭비하는짓 많이했지만 이영화를본게 가장큰 시간낭비가 아닐까싶다 
3,일본은 영화 자체를 만들면 안된다. 이 영화 볼 바에 차라리 영구와 공룡 쮸쮸를 보겠다. 
1,추억을 간직하기 위해 15분 보다 눈을 감았습니다.반별 줍니다. p.s  유통 배급사는 반성하세요. 
1,초딩때보던 후래시맨이 생각난다. 일본 SF는 '개'노답 
1,안 봐. 누가 보냐 이거. 
1,손발이 너무 오그라 들어서 펴지지가 않는다.... 일본 문화는 전반적으로 너무 유치하다.... 
1,수준이 딱 아가들 영화. 
1,혹시 이 가챠라는 뜻이 혼히 용서가 되지 않는다라는 가차없다라는 뜻인가? 그렇다면 이 영화는 정말 가차없네~ 
10,일본영화 과학닌자대 갓챠맨입니다. 하지만 한국명은 독수리 5형제입니다. 
10,나   만   죽   을   수  없   다 다  같  이  죽  자 
1,별점 0점을 주고 싶다...독수리오형제에 대한 어릴적 향수로 봤지만...시간 낭비 그 이상 그 이하도 아니다... 
2,"어릴적 엄청 좋아했던, 만화였기에 기대를 했는데, 특수효과도 유아용 울트라맨 수준이랄까? 매우 아쉬움 점이 많음. 차라리 헐리우드 트랜스포머처럼 특수효과가 뛰어나던지.. 스토리, 캐스팅 배우들도 영...모든게 수준이..."
6,어린이들 킬링타임용 영화네요... 제작비가 아까워요... 
1,참새들이냐....아 유치...스토리 그냥 화난다.... 
1,독수리 오형제 상영하는 영화관에 입장하는 자체가 x팔려서...예고도 봤는데 손발이 오그라듬... 이건 아닌듯요.. 오타쿠들도 안볼듯... 
1,평점이 왜이리  높아?? 
1,"진지하게 심형래 감독이 생각나네  이정도 좆망급은아니었으니, 후뢰시맨 아류작인가 800억은 최순시리가 가져갔나봄 "
1,이건 좀 심했다 이런.. 
7,나름 볼만하던데~ 여기서는 지나치게 까이는듯 하네요. 
1,내 어지간하면 특촬물도 재밌게보는 편인데 돈도 엄청들어갔다면서 다 어따 쓴거야 이노무 영화는?  하기사 어릴때 티비서 방영해주는 애니중에 독수리오형제가 제일 재미없었다. 그걸 실사판으로 만들었으니 오죽하겠냐만 
2,일본애들은 애니를 많이 봐서인지 연기도 애니스럽게한다. 손이 오그라들어서 타자치기도 힘드네 
