score,review
9,드니로의 안정적인 연기가 영화를 받쳐준다~ 
10,명작 중의 명작. 20년도 넘은 그 시절...영화관에서 나오며 한동안 그 감동에 먹먹해져 집으로 돌아가려 걷다가도 자꾸만 뒤돌아서서 극장 간핀을 다시 보게 만들었던 추억이 생각난다. 굿나잇 앤 굿 럭과 같이 보면 더...
9,이렇게 심심한 소재로 이런 긴장감을 줄수있다는게 대단하다 
10,어린시절 애로영화 같았던 비디오 겉표지 때문에 빌려보지 않았는데...그때 보았더라면 인생이 바뀔 수 도 있었던 영화. 
10,남의 나라 일같지가 않다.. 
10,드니로의 라스트씬 폭발 두고두고 잊혀지지 않을듯. 
9,FBI가 저런 쓸모 없는 짓이나 하는 시절이 있었군...;;;한심하네..; 
10,양심...신념...지키며살기얼마나 어려운가... 
8,미국 국가주의시대를 그렸다 국가에 반한다는 명목으로 선량한 시민들을 엮어서 억압한다 국가를 위하는척 애국자인양 행세하는 위정자들과 주인공의 논쟁 연기는 영화 변호인을 떠올리게한다 
6,"신념, 신의. "
9,초반의 지루함만버티면 폭발하는 드니로를 볼수있는영화 드니로의 카리스마란 참 대단 
10,지난사회의 고발을 드러낸 완벽 
8,미국의 어두운 정치과거 매카시즘의 광풍에서 예술가의 투혼과 좌절을 보여준다 
10,이야 명화다 명화 
10,"마지막만. ""증언을 요청받고 위원회에 공산당원의 이름을 안대고선 아무일도 못했다."" "
10,"메인정보 첫머리글, 영화 시작 부분 자막인데 완전 오역임. 수정 바람 "
9,영웅적인 캐릭터라는 측면에서 지미 호파 이상이다 
9,절제된... 드니로와 베닝의 연기가 좋았다.. 
10,ㅎㅎ 이 시대의 영웅이다 
10,라스트 정말 압권입니다. 
10,"드니로와 베닝, 참신한 영화다 "
1,공산주의는 당연히 민주주의의 적이지만 빨갱이가 아닌 무고한 사람을 빨갱이로 몰면 안되지... 영화적 측면에 대해서는 크게 재밌다거나 스릴있진 않지만 배울점이 있고 명품배우들의 연기력이 볼만하다. 하지만 완성도에 비해...
1,드니로 영화는 믿고보지만 이영환 정말 심심하다.평점이 너무높아 1점 
10,국내도입이 시급합니다. 광화문에서 촛불 들고 염병 떨었던 인간들 다 사회에서 격리시켜야함 
5,별 재미는없네 
