score,review
10,20년이 지난 영화지만、키아누 리브스 형님의 재치 넘치는 연기는 다시 봐도 일품이죠！그리고 데쓰연기의 윌리엄 새들러 연기도 볼만 합니다。 
10,어렸을 때 정말 재밌게봤던 영화... 유치원 때였나 초등학생 때였나 ㅋㅋ 저승사자랑 게임하던게 거의 20년이 다되어가지만 아직까지 못잊음 ㅋㅋㅋ 
10,이번에는 역사여행이 아니라 미래여행. 
7,볼만했던 SF영화. 전편과 마찬가지로 흥미로운 시나리오와 영상 
10,전편을 뛰어넘는 속편 
10,너무 좋음. 
9,당시 나름 느낌있었건.. 
10,1은 못보고 2만 어릴때 봤는데 비틀쥬스랑 같이 최고였음 
10,키아누리브스 생애 최고의 작품 
8,흥겨운 상상력 
8,1편과 마찬가지로 흥겨운 여행 
7,참 구해서 다시보기 힘듬. 비디오가게에도 없고. 
7,은근히 재밌는 영화다. 시간을 뛰어넘는 초 스펙타클 서스펜스 영화 
8,이보셔들..ㅋㅋ 진짜 기억못하나본데 이거 당시 괘 느낌 있었어 
8,"전편의 팬들을 위한 기본적인 서비스에 충실한 속편.무리하지 않고,나름 선전했다. "
10,역시 너무 좋은영화 이런영화 인생영화이다 
1,"B급 영화의 감성을 그대로 가져가고 있지만, 재미는 읍다. "
1,excellent what? 
2,키아누리브스 젊은 모습 보는것만으로 만족  내용은 참담하다 
6,개인적으로 1편에 비해서 훨씬 화려해진 것 같으나 1편의 연출력이 더 돋보였음.키아누의 젊은 시절 망가진 엽기 연기가 백미 
8,지금 시대의 병맛과는 어나더 레벨 그리고 키아누는 벰파이어라는 증거? 
10,이영화 때문에 음악에 길로 갔어요 ㅜㅇㅜ 
10,진짜 말이 필요없습니다아아~!!!! 엑셀런트!!!! 
9,1편의 업그레이드! 
10,어렸을때 재밌게 본 영화 
7,"전편의 팬들을 위한 기본적인 서비스에 충실한 속편.무리하지 않고,나름 선전했다. "
7,여전히 흥미로왔던 속편.. 
8,말 그대로 액설런트 어드벤쳐다! 
5,어렸을 때는 재밌게 봤던 거 같은데 기억에 많이 남지는 않는다. 
8,1편에 못미치나 볼만한 속편 
7,은근히 전편과 같은 재미를 주는 작품 
5,초등학교때 극장에서 봤는데 나름대로 볼만했음... 
6,1편보다 기발하지만 왠지 더 재미있지는 않다 
4,키아누는 떳는 데 파트너는?? 
7,1편에서 끝냈어야 했다.. 
6,"원보다 더 큰 상상력, 근데 원이 어쩐지 더 재밌다 "
1,영화는 역대급 쓰레기이고 키아누의 미모는 이영화가 역대급...팬들에게 보라고 하기도 하지말기도 애매함 
2,키아노 리스스의 진중한 모습이 아닌 똘끼 충만한 모습을 볼 수 있는 영화. 초딩때 비디오로 본 팝콘 무비. 1편보다는 좀 더 기억에 남는 듯 
