score,review
5,신서유기 보고 온사람 ㅋㅋ 
10,굿!!!!!! 김청기 감독님 존경합니다. 
10,어릴때 우뢰매 보고싶어서 잠을 못잤음.그때 우뢰매영화보러가면 책받침을 줬거든.레어템 
10,오른쪽 여자 신봉선 인줄....ㅋㅋㅋ 
10,지금 영화랑 비교하면서 평점 낮게 주는 것들 보이는데 내가 어릴때 봤던 우뢰매는 명작이었음 31년 전 나온 작품을 현재 작품이랑 비교하면서 까대는건 말이 안되지 그것도 어린이용 영화를 
10,스토리는 제일 나은 듯... 
8,데일리는 역시 천은경 누님... ^^ 
1,이분이 김청기 감독님이시구나ㅋㅋ 문제중에 아가씨 감독이 누구냐는 퀴즈에 은지원이 김청기 감독님이라고ㅋㅋㅋ 
9,역시 썬더브이의 예상치 못한 활약에 전격3메카는 무릎끓다 
10,아놔 신서유기 ㅋㅋㅋㅋ 
8,화려한 액션신이 실종되서 급 실망했음 
2,우뢰매자체가 일본로보트 그대로배낀거고전함은 야마토배껴오고 이리일본꺼를쓰면서 친일파논란이왜일까? 
8,이거 처음본지  꽤 오래전 이야기 같은데재미있었지  전대통령 시대때 촬영한 추억의 어린이영화 
1,토비카케 합체해! ㅋㅋㅋㅋ 
8,"나는   87년생이라 반달가면은 기억하는데 우뢰매은 이름만 들어봄. 근데, 옛날에 인기가 엄청나서 아줌마들은 우뢰매를 알더라. 아들때메 영화관가서 같이 봤다고.. "
10,정말 어릴때 집에 있던 비디오~!!  재밌었당 
10,초딩때 최고의 영화였다 몇번을 다시봐도 질리지가 않았지 
10,딱 우뢰매4 까지 명작임..3편에 이어 김수미 배우님의 등장은 영화를 더 재밌게 만드는 요소임. ㅎ 
1,이름하여 닌자전사 토비카게! 
10,네티즌 평점 7.44 실화냐?? 
6,"남궁원 아저씨의 근엄한 연기,김수미 아줌마 박사역도 꽤 잘 어울렸다 "
10,액션신이 더 있었으면 좋았을것을 
10,단순해서 재밌음ㅋㅋ 
10,김수미~ 이뿌다~~~ㅋㅋㅋㅋㅋㅋ 
10,사랑해요 우래뫼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
6,우뢰매4 극장에서 봤는데... 기억한다. ㄷㄷ 신서유기덕에 ㅎㅎㅎㅎ 
10,신서유기 보고 검색한사람ㅋㅋ 
6,신서유기 보고오신분 ㅋㅋ 
6,이작품전까진 진짜 10점작품들이엿는대 
10,아... 그 때가 어렴풋이 기억난다... ^───^ 
7,망가진다.. 
10,출동!! 
6,이때부터 퇴색해져가는 분위기... 
5,점점 활동 영역이 넓어지는 에스퍼맨. 
10,진짜 재밌게 봤었지..ㅎ 
8,"전편들에 떨어지지만 도전적인 작품.근데 무전을 유선전화로.,ㅋㅋ "
10,최고의 영화~!!  한국 최고 작품 
1,심형래형 미안 ㅋㅋ 
10,신서유기 보고온사람 조아요 
10,신서유기. 우뢰매4 인증 
8,우뢰매 9ㅋㅋㅋ도있엌ㅋ 
10,있네 강호동 개꿀이네 심지어 9탄까지 있엌ㅋㅋㅋ 
8,신서유기 파급력 대박이낭 
6,신서유기 보다가 왔어요 ㅋㅋ 9편까지 있대요 ㄷ 
6,실검올라가나?ㅋㅋ 신서유기 
10,ㅋㅋㅋㅋ6까지있어 ㅁㅊ 
6,ㅋㅋㅋㅋ 대단들 하네 진짜 ㅋㅋㅋㅋ 
9,심지어 6까지 있음 ㅋㅋㅋ 
10,아놬ㅋㅋㅋㅋ6까지 있구나 ㅋㅋ 
6,신서유깈ㅋㅋㅋㅋ광고시간동안 검색해봄 
10,아 있다니....ㅋㅋ신서유기 5 
6,와 있네????ㅋㅋㅋ 
10,ㅋㅋㅋ국수먹자ㅋㅋㅋ 
10,4탄에 있잖아???? 
10,ㅎㅇ신서유기보고옴 ㅋ 
10,신서유기보고옴 ㅋㅋㅋ 
9,"남궁박사를 향한 링구의 사랑이 눈물겹구나...ㅠㅠ ..데일리, 보미 넘 이쁘다...ㅜㅜ "
8,어린이를 위한 추억의 영화 
10,굿 
10,요세 어설픈 한쿡영화보다 훨 낫다! 
1,애들 코묻은돈 훔치려는 쓰레기 걸레작품 
2,개띵작이니까 봐요 디워급 
3,갈수록 내용은 허술해진다 
1,겨우... 이런걸 ㅋ 명불허전 
1,초딩 1학년때 봤던 우뢰매 시리즈중 역대 최악의 작품으로 기억남.. 
1,초딩도 안보는영화 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
5,어릴적영화관서 옆에박수칠때 난 코웃음쳤다..ㅠㅠ;; 
1,"이걸 진지하게 연출해보려는,그정신세계가 정말 궁금해.나중에 디-워로 증명됐지만... "
