score,review
8,70년대 미국에서 민주주의에 기력을 잃은 공권력을 개탄하는 분위기에서 만들어진 더티해리 시리즈 두 번째 . 더티해리2란 제목은 일본 所作. 원제는 매그넘 포스. 지금 보면 시시해 보이기까지 하지만 이 영화 처음 본 ...
7,전편의 재미를 이어가는군 
9,진심 리메이크 했으면 좋겠다!! 시리즈 중 최고라고 생각됩니다!! 
7,클린트 이스트우드 특유의 캑릭터가 잘 녹아든 영화.이전의 웨스턴 무비하고는 또 다른 매력 
8,정말 좋아하는 더티해리시리즈..캘래한 캐릭터 너무 마음에 든다 최고의 영화중 하나! 
9,이게 30년도 더 된 영화라니.. 
5,변하지 않는 맛. 
7,이스트우드를 <더티하리>로 기억하는 사람들이 많은 이유. 매그넘 포스! 
10,"70년대초에 이런 영화가 나오다니, 범죄물 형사영화의최고다. 1편도 봤지만, 비록 스토리는 1편보단 깊이감이조금 덜 하지만 1편을 능가하는 액션씬과 리볼버 총기의파워가 한층더 증가됬다 "
8,이것이 리얼 형사물 
10,훌륭한..캐릭터^^ 시원한 영화 
10,매그넘 포스. 형사 액션물의 바이블. 코믹조폭물과 인스턴트액션물은 이제 그만 
9,1편도 재밌지만 이게 개인적으로 더 잼남 
10,코브라의 스탤론 형님이 더 똥품 멋있게 잡나요? 아님 더티해리의 이스트우드 형님이 더 똥폼 멋있게 잡나요? 님들의 선택은? 
9,이스트우드의 일관된 무표정. 같은 톤의 목소리.하지만 내공의 깊이는 다르다.천상 그에게만 어울리는 형사 역할~ 
8,"더티 해리 시리즈의 두 번째 작품. 준수한 액션 영화의 외견 아래에, 절차의 정의가 자리잡아 가는 과정에서 나타나는 부조리와, 그로 인해 등장한 극단적인 저항 세력과의 갈등을 꽤나 세심하게 담아낸 좋은 작품이다. 해..."
6,클린트의 명연기 보는 맛~~ 
9,"1편 재미있었음, 2편 나쁘진 않은데 결말이 좀 싱거운 듯? "
7,모든 사람은 한계를 가진 법이다. 공권력이 약하다고 해서 개인이 직접 악인에게 처벌을 내리는 것이 안되는 이유. 
1,고전액션영화답게 현실성은 개나 줌ㅋㅋㅋ 1편보다 별루다. 그래도 개봉당시엔 재밌었을 듯. 작중에 약한 공권력에 대해 한탄하는 장면이 나오는데 이 영화 덕분인가 지금 미국경찰들은 무소불위 공권력을 가지게 됐네요ㅋㅋㅋ 
10,"30년전 본 더리 해리 시리즈. 지금봐도 신선하고 재미나다. 짙은 남성향 영화. 데이비드 소울이 이 영화로 강력한 인상 얻고, 인기 드라마 스타스키와 허치 드라마 주연으로 발탁되지.  그렇게 추억 여행 ㅋㅋ "
5,한 놈만 패던 때가 더 좋더군! 
10,과연 액션의전설 클린트... 1편보다 더 완성도 높음. 요즘영화들 못지 않게 디테일함. 보고나면 뭔가 막힌 구석이 뻥~ 뚤린듯함 
7,"더티해리중, 이영화만 봤는데 미국 서부를 배경으로한 범죄영화의 전형적인 작품. "
7,"하드코어하다, 액션씬은 호쾌하며 테크닉이 더 좋아졌다, 스토리는 좀 작위적이 됨 "
10,2도 볼만함.. 
10,전 시리즈 다 보세요. 
6,전편에 이어 매그넘이 계속 불을 뿜는다 악인은 총알맛이 최고여 
7,1편의 포스에는 미치지못하지만 무난함 
8,단점이 있지만 감각있는 액션 연출과 폼나는 이스트우드로 가볍게 상쇄.. 
10,통쾌무비하기가 북두의 권도 울고 간다 
10,Man's got to know his limitation. 
7,화끈하더군 
10,"""Man should know his limitation"" "
9,시리즈중 가장 파워풀한 액션신을 담고있습니다.. 
9,그들의 행동은 속 시원하지만... 그렇다고 그들이 옳은가? 
7,이 영화부터 망가지기 시작한다 
7,"별로 잘만들어진 영화라고는 생각지 않는다. 좀 허술한 구석이 꽤 보이는 영화다. 하지만, 전편처럼 악당기질을 가진 형사 '칼라한'이라는 캐릭터를 보는 재미는 여전히 유효하다. "
6,클라이맥스에만 손에 쥐지 않은 총이 시리즈에 대한 변명이 될까. 
