score,review
10,너무 재미있고 감동적이어서 두번이나 봤던 영화. 투캅스 보고 너무한다 생각했음. 
9,원작을 존중해주자..불쌍한 프랑스영화;; 하도 배끼니;; 
6,강우석 이놈 너무하네.. ㅋㅋㅋ 
9,으아 이 영화가 투캅스보다 낫다 
9,투캅스랑 내용이 똑같다고해서 봤는데 거의다 배꼈구만. 
7,엄청 미안하다..투캅스가 너무 확~똑같이 배껴서..ㅡㅡ; 
6,투캅스가 고대로 베낀 것이 바로 이 영화.. 문화적 차이가 있다 
8,능청스런 프랑스인들.더 능청맞은 프랑스경찰. 
10,투캅스 원작~ 리메이크 했다고해도 믿을정도로 비슷하네 
10,투갑스가 이걸 표절했다고 표현하면 안되고 그냥 복사 했다고 해야 한다. 어이없어... 어떻게 투캅스는 동작 하나하나 다 이 영화를 베꼈냐 ㅋㅋㅋ  그러고도 이 영화 보다 평점이 높을수가 있다니 신기할 정도다 
10,투캅스 빨아대는 미개한 한국 아재들 
2,중국 욕할 거 못된다.. 한국에도 강우석같은 역사가 있었다. 
10,재밌당 
5,자잘한 에피소드성 코메디들. 레이의 음악은 감미롭지만 뜬금없이 나댄다. 
8,tv에서 무척 재미있게 봤던 추억의 영화 
9,줄거리만 봐도 투캅스랑 판박이네...ㅎㅎ 
8,투캅스 나오기 훨씬 전에 봤네. 분위기나 문화적 차이 탓에 투캅스보단 약해도 수작 
