score,review
10,20년이 지났는데도 봐도 봐도 재밌다ㅋㅋ 
10,"종교인이 아니더라도 재밌게 볼 수 있는 영화, 1992년에 만들어 졌다고 믿기지 않는 수작 "
10,노래가 주는 감동.. 슬픈 음악이든 신나는 음악이든 
10,웬디 마케나 날 가져요ㅜㅜ 진짜 사랑스럽네 
10,10점 클릭하기가 왜이리 힘드니... good 
10,20년이 지났지만 수작이다 
10,어설픈 부분도 있지만 노래가 완전히 그 틈을 메워준다.주연여우의 매력도 정말 대단하다. 
10,요즘 영화들보다 더 잘 만든듯한 옛날영화 
10,우피골드버그의 연기가 진짜 잼있다. 
10,중학교 때 봤던 건데 아직도 재밌던  게 기억 남 ㅠㅜㅜㅜ 
10,우피골드버그!!!! 그녀는 쵝오 영화배우!!! 씨스터액트 볼때마다 또 보고싶은 영화!!! 
10,I'll follow him 노래 쫗아염 
10,oh  maria 합창에서 소름돋았다. 꼭봐라 두번봐라 진짜 강추다. cg만 빵빵터트려서 사람사로잡는 영화 아니다 
10,보고 또 보봐도 질리지 않는 영화란 별루 없다.. 근데 있다..^^ 
10,90년대 영화인데도 지금 영화에 꿀리지않고 심지어 저 시대때가 가장 행복해보이기도 하는 생각이 들정도로 유쾌하고 감동적이었다 
10,"지금봐도 전혀 촌스럽지 않은, 오히려 오랜만에 봐도 감동인 영화. 이런건 명작반열에 들어야지. "
10,음악쌤이 방학전에 남는시간에 틀어주셨는데 대박 
10,"와 진심 개쩌네. 노래도 노래지만, 구성요소에 대해 충격받음. 여성, 인종, 연령이 전혀 불편하지 않고, 조화로워 미쳐버림. 할머니수녀님들이 차수리, 벽화, 건물수리 등등 나오는 장면 쩔어버렸음. 그리고 스토리도 막..."
3,영화보다 OST가 더 좋았던~ 
10,항상보면서느끼는것은 정말좋다 
10,세월이 흘러도 명작은 명작으로 남는다 
9,1993년도 영환데 2019년에 봐도 재밌어요 
8,종교와 인종이 다르더라도 서로 인간으로서 볼수있는 마음. 음악은 이들은 연결해주는 매개체였다. 계속 찬송가만 나와서 살짝 짜증나긴 했지만 이 정도면 훌륭하다. 우피골드버그가 갈수록 선해져서 재미는 좀 반감됐음. 
10,오늘 다시봤는데 정말 잼있음 
10,몇번을 봐도 너무 좋은 완벽한영화 
7,첨에 펭귄이라 해서 그 후에 계속 펭귄처럼 보여서 웃기다가 끝은 훈훈쓰ㅎㅎ 
10,노래가 너무 좋았고 수녀원들의 농담이 재밌었다ㅠㅠ 
10,"주인공을 수용해준 원장 수녀님과 신부님, 증인을 보호해준 반장경찰, 노래를 즐겁게 부르는 수녀동료들까지 모두 ‘타인’을 진정으로 돕고 사랑하는 마음이 있었기에 변화할 수 있었던 것 같아요 좋은 에너지를 느낄 수 있는..."
10,외우도록 봤던 영화..지금봐도 질리지가 않네요. 
10,너무너무너무너무너무너무재밌다 
10,약 30년된 영화라니 정말 미졌다 작품성이.. 대단하다.. 영화는 몰라도 노래 모르는 사람은 없을거야.. 재밌고 유쾌하고 뭉클한 영화. 
10,나 태어나기도 전에 나온 영환데 2020년에 봐도 흠이 없다. 중학교때 영어선생님이 보여주셨던 추억이 있었고 ..음악만 들으려고 다시 본 영화였는데도 돈 1도 안아까움. 스토리가 전혀 급하지 않으면서 있을건 다있고 ...
10,최고의합창단ㅋ 20년이지나도전설일꺼같음ㅋ 
10,난불교지만..내최애영화 넘 훌륭하고재밌당 
8,지금봐도 촌스럽지 않고 재미있다 
10,정말 감동을주는 영화다 
10,재밌어요 즐거워요 웃으며 봤어요 
10,사운드오브뮤직과 함께 인생영화중 한편.언제 봐도 재미있다 
10,완전 꿀잼!!!수녀가논다? 
10,진짜 처음봤는데 너무 멋있었던 영화.부모님께서 진짜 명작이라 하셨는데..진심임.종교를 떠나서 진짜 명작. 
10,I will follow him <3 
7,이런 세상 사랑스럽고 귀여운 영화가 다 있나 
10,지금봐도 좋다. 내 인생영화 
10,YES I follow him 
10,짱이에요~~!!!! 인생영화에요!! 
10,꼭 봐야하는 인생영화!!진짜로 추천함★ 
10,레전드오브레전드 2019년에봐도 재미있네 
10,유쾌한 영화! 그 유명한 곡이 여기서 이렇게 나왔군요!! 말이 필요없음 최고!!!! 
10,지금봐도 감동적이고 행복하다 
10,오래 됬는데 지금.봐도 재밌네 
10,말이 필요없어요  100점 
10,3 나오면 좋겠따.. 디즈니서 리메이크같은것도 한다는거같았는데... 시무룩... 
10,뭔가 옛 기억과 함께 즐거움을 주는 영화최근에 다시 vod로 봤는데 자막이 예전에는 나그대를 따르리라로기억하는데 최근거는 주님을 따르리라로  되어있어서 또 한번 즐겁네요 ㅎㅎ 
10,진짜 너무너무재밌당 ㅋㅋㅋㅋ 그냥 시간순삭하고 봄 옛날영화라로 재미없을거같아서 안보는 사람들 망설이지 말고 보세요 진짜 재미있어요 
10,유쾌하고 행복해지는 영화 
10,너무재밋음..ㅜㅜ 5살땐가 미국서 첨봣는데 뇌리에박혀 잊혀지지도않는 신기한영화..ㅋㅋ 
10,"할머니수녀들의 노래, 표정도 너무 귀여운ㅋ "
10,"존나 개쩌는 영화,인생작 "
7,생각해보면 예수님도 빈민가나 OO촌같은 곳을 전전하시며 말씀을 전하셨댔지 
10,지금 봐도 재밌다. 잊을만 하면 볼 것 같네. 
10,너무 돌려봤는데도 또 보고 있다. 
10,힐링 하고 싶을 때 보는 영화 
9,크 노래가 지금 들어도 너무 좋다 
10,수녀들의 폭동이 재밌었다. 
10,주님을 따르리~ 오 해피데이! 
10,밑에 평점에 진짜 100번공감ㅋㅋㅋ20년이 지났는데도 너무 재밌다 ㅋㅋㅋㅋ 
10,형사가 들로리스 납치되고 뛰어오는 장면이 왤케 섹시한지 모르겠다 ㅋㅋㅋㅋ 그런데 배우분이 돌아가셨다니 ㅠ 
10,케이블 채널에서 재밌게 봤는데 20년전에 만들어진걸 알고 놀랐던 영화! 
10,2017년 추석에 애들이랑 같이봤네요...오래된 영화가 어쩜 이리도 친근한지 초등학생 아이들이 웃으며 재밌게보내요 
10,오랫만에생각나서 2편까지 다봄.두작품 다 지금봐도 진짜 수작이다ㅋ25년전작품이라니 말이되?! 
10,20년 후에 봐도 재미있을 영화 
10,뮤지컬 영화하면 난 이 영화부터 떠오른다...존 트라볼타의 토요일 밤의 열기나그리스2 못지 않은 신나는 영화.음악이 아주 쩔음 
10,오랜만에 생각나서 다시 봤다. 여전히 눈물샘을 자극하는 감동!! 두고두고 보세요~ ^^ 
9,코미디 영화는 자고로 이래야 한다. 교훈과 눈물로 모서리를 둥글릴 필요가 없다. 
10,옛날 내가 어릴 적에도 재밌게 봤었고 20여년이 지난 오늘 아이들과 같이 다시 봐도 재미있다. 주 등장인물도 수녀님들이라 넘 옛날 영화 느낌도 많이 나지 않고 음악도 너무너무 좋아 아이들도 재밌게 봄 
10,2017년 새해 1월 1일날 인생 코믹 영화를 봤어요!!!! 왠지 올해는 기쁜 일만 있을 것 같은 기분이네요ㅎㅎㅎ 
10,천주교 고등학교를 나와서 그런지 내 인생영화.게다가 고등학교 합창단을해서 볼때마다 울컥 
10,없던 신앙심도 생기겠네 
10,"8,90년대 생들은 잊지못할 기억 속 최초의 뮤지컬 영화 "
9,아니ㅋㅋㅋㅋ진짜 유쾌해ㅋㅋㅋㅋ오늘 처음 봤는데 이런 띵작이..같은 크리스천에게도 추천해주고픈 영화ㅋㅋ!우리 성당도 영화처럼 재미있게 불렀으면 좋겠다..ㅎ 
10,"우피의 대표작 시스터액트 1,2무신론자든 불교든 모두 재밌게볼수있는 영화 "
10,10번도 넘게 봤는데 재밌다. 
10,우피 골드버그의 미칠듯한 존재감 
10,다시 봐도 감동적이네요  세상의 아픔도 다 품어주고 받아주는  수녀님들의 사랑이 너무 울컥합니다 
10,수녀님들 개인의 매력과좋은 노래에 재밌는 개그요소까지23년동안 본 영화 중 제일 기억에 남고 두고두고 찾아보는 유일한 영화 >.<이렇게까지 기억에 남는 영화가 또 있을까 싶을정도! 
10,"서로가 서로를 변화시키는,그 과정들을 함께하며 행복했어요 "
10,시스터 액트에서 나온 형사 역으로 나온 빌 넌 이라는 분이3일전에 돌아가셨다고 합니다.. R.I.P.. 
10,
9,종교를 떠나서 너무나 멋진 영화 
10,들로레스 정말 멋있다. 최근에 만들어졌다고 해도 믿을만큼 정말 완성도 있고 재밌는 영화. 
10,개재밌다ㅋㅋㅋㅋ 나도 수녀할랭 
10,몇번을봐도 재밌네요.ㅎ 
10,
10,
10,봐도봐도 재밌고 노래도 너무 좋아서 나도 모르게 찬송가를 흥얼흥얼 
9,이제야 봤는데 너무 훈훈하고 재밌당 
10,볼때마다 웃긴다 ㅋㅋ처음 수녀님들 노래부를때 우디 표정=내표정 ... 엄마랑 어릴때보며 웃은 영화가 20년 지나도 여전히 재밌다. 
10,너무좋아요ㅠㅠ아무리시간이흘러도 
10,
10,웬디마케나가 너무 사랑스러운 영화 
10,진짜 오랜만에 이렇게 재밌는 영화를 봐서 너무 좋았습니다 ㅎㅎ 
8,she will Follow Him and i'll follow this movie. 수녀들이 노래할 때만큼은 정말 좋음. 
10,너무 재밌게 봤다. 명작은 시대를 타지 않는법 그래서 더 오랜시간 뒤에 또 봐도 재미있을 것 같다. 
10,수녀들의 최고의 화합~! 착한 스토리 우피골드버그의 멋진 연기 정말 최고다 
10,기승전결 완벽짜임새.. 구성도 완벽한국사람이 좋아하는 권선징악 
10,
10,옛날영화인데 지금봐도 재미있다 당해년도 흥행수익 8위였다는데 인정할만하다. 
10,정말 유쾌하고 재밌는 영화. 영화 보는 내내 눈과 귀가 정화됨. 
