score,review
10,석양이...진다.... 
7,클린트이스트우드의 젊은시절의 모습도 멋있다. 멋있게 늙은듯... 
10,맥크리땜에 봄ㅋㅋㅋㅋ 
9,눈빛쩌네 ㅋㅋ 
9,1964년 영화인데 지금봐도 참 재미있다 
9,클린트 이스트우드 폭풍 간지의 모습이 잘 보여짐 
10,몇번이고 다시본 최초의영화.....  헐리웃 영화사 최고의 영화다..   짧은대사 우수에찬 눈빛..  클린트 아니면  누가 이 마초적인 역을   이렇게 시니컬하게 잘소화낼수 있단 말인가!!!!   지금에 봐도 전혀 ...
8,클린트 이스트우드의 표정과 음악이 인상깊음~. 
9,서부영화의 교과서 적인 영화 
9,아디오스 한마디에 모래바람이는 황야속으로 미련없이 떠나는 고독한 총잡이 
8,레오네 전설의 시작점 작품. 
10,진짜 이 3부작을 만들어낸 세르지오 레오네는 천재다 ㅡ ㅡ 
10,"안봤으면 꼭 봐라, 두번봐라 "
8,50년됐지만 지금도 볼만하네 
8,역시 서부영화하면 클린트 이스트우드 
10,서부영화는 세르지오 레오네 시리즈가 최고. 요즘 봐도 재밌음. 엔니오 모레코네 음악도 좋고. 
9,마카로니 웨스턴의 전설 
8,살짝 어설픈 연출을 덮는 이스트우드의 간지. 스토리도 몰입감있다. 
9,와우와우와우! 와우와우와!  와우와우와오! 와와와! 
10,석양이 진다.... 따다당! 누가 장의사좀 불러 
7,백투더 퓨쳐3의 클린트 이스트우드도 똑같은 페이크 씀ㅋ 
10,클린트 이스트우드의 자취를 따라가다 웨스턴의 맛을 알아버렸다.. 
10,시리즈 제목을 정리해 드립니다. 1.황야의 무법자 2.석양의 무법자 (석양의 무법자 --> 석양의 건맨-->) 3.석양에 돌아오다. ( 속 석양의 무법자 --> 석양에 돌아오다 -->석양의 무법...
10,처음으로 본 영화로 토오명화 때 눈비비며 본 기억이 아직도 생생합니다음악도 쥑이죠!! 
10,크으... 주인공 멋짐 
10,캬~ 이거 서부영화종류에선 빼놓을 수 없는 명작이지!이스트우드의 카우보이 연발 권총 솜씨 명장면이다! 
10,의리의 사나이 주인공 처름  살고 싶었느데.... 
9,지금 봐도 유치하지 않은 머리싸움과 적당한 액션 
8,Mplex에서 방금 해준거랑 제목은 같은데 쥔공이 전혀 다른데...아무리봐도 이상한데..클린트이스트우드 전혀 안나왔고 전부 죽던데..이상하네.. 
7,전설의 시작 @_@ 
9,We Can Fight! 클린튼 옹 카리스마 쩌럿! 
8,"이십여년전에 처음 볼때엔 재미없어서 억지로 봤건만, 내가 변한건지 이 영화가 오늘은 무척이나 매력적이었다. 구로사와의 영화가 이 무단 리메이크작 보다 못한것 한가지는 엔리오 모리꼬네같은 음악가를 못만난거다. "
8,이영화의 주연배우가 아직도 살아계십니다. 심지어 왕성하게 활동중이세요. 대단하십니다. 해외판 이순제. 
7,"요짐보와 똑같은 영화라 그다지 코멘트할 부분이 없다. 그래도 한 마디 하자면, 적어도 이 이야기에선 구로자와 아키라가 세르지오 레오네보다 한 수 위였다. "
10,영화도 음악도 최고의 영화중 하나. 
10,와..쌌다... 클린트 형 진짜 멋있었구나 
7,요짐보에 서부스타일을 잘 녹여냈다. 원작보다 쫄깃한 맛이 있는 듯 
8,좀 지루한 감이 없지않아  있음 
8,세르지오 레오네의 무법자 시리즈 시작. 요짐보와 같이 보길. 
9,클린트 이스트우드 너무 잘 어울리는 캐릭터 서부극에서 더욱 빛나는 듯... 
10,무법자 시리즈의 1편으로서 충분하다 
10,오 재밌는데요~ 스마트한 손빠른 총잡이! 멋집니다~ 
10,후속작 석양의 건맨의 엄청난 아우라에는 비교할수 없지만 클린트 이스트우드를 스터덤에 오르게한 마카로니 웨스턴의 기념비적인 작품이다. 
7,황량한 서부를 생각나게 하는 그 시작점 
10,영화가 무척 깔끔하다 메시지도 뚜렷하고 
9,지금봐도 재밋는 영화 몰입도와 연기력은.최고 
10,2014년에 봐도 재밌는영화 
10,서부 영화 최고의 걸작 시리즈 
10,대리만족의 명화로 자주봅니다 
8,굿~ 옛날 영화는 역시 허무한 결말이지만 처음부터 끝까지에 몰입감은 요즘 영화보다 나은것 같다 
9,어릴적 본 영화인데 추억이  새롭네요. 
7,"스토리는 단조로운데, 재미가 있다!! "
7,클린트 이스트우드의 다른 작품들에 비해 조금 심심한감이 있다 
10,옛영화라 어설픈면이 있지만 그걸 감안하고 본다면 최고의 영화다 
10,마카로니 웨스턴의 선두주자. 에리오 모리꼬네의 음악 역시 이 영화를 돋보이게 한다 
10,시가를 물고 우수에 찬 눈빛의 카우보이... 훗날 많은 이들의 귀감이 되었지 
10,언제 한번 봐야지 하다 계속 미뤘는데.. 정말 좋군.. 
9,"세르지오 레오네, 클린트 이스트우드, 엔리오 모리꼬네 "
9,"영화도 좋지만 음악도 정말 좋다 레오네,모리꼬네 찬양!! "
7,지금 봐도 나쁘지 않네요! wow~ 
10,명작이구나 명작이야. 
10,"오늘에서야 봤는데, 역시 1편도 나를 실망시키지 않는다. 걸작.. "
8,64년에 이런 영화를 만들다니... 주연배우 이스트우드의 베컴 뺨치는 간지가 인상적.. 
7,서부영화의 왕 세르지오 레오네의 전성기. 쓸쓸하고 적막한 카우보이의 느낌 완성 
9,요즘 영화에 버금간다. 
8,레오네의 정통웨스턴의 재해석..위대함의 서막...요짐보랑 같이 보면 좋음 
10,총구와 뿜어져나오는 시가연기. 이게 이스트우드을 설명할 두 단어. 
7,Adios Amigo 
10,40년전 영화임에도 불구하고 전혀 지루하지 않았던 최고의 영화! 
5,뭔가 허무맹랑하네... 
9,세르지오 레오네 감독의 완결판....클린트 이스트우드의 살아있는 연기...굿 
10,요즘 영화보다 이 영화가 더 멋진거 같다 
9,음악좋고 스토리도 좋은데 '머리는 왜 안쏠까'? 
10,가장 강한 자가 그나마 가장 덜 악해서 다행이었다. 하지만 영화 밖의 현실은 어떤가? 
8,클린트 이스트우드의 간지는 진짜.. 
10,이것이 마카로니 웨스턴의 맛 
10,너희들이 그에게 웃는 건 미친짓이야 
6,글쎄.. 
8,마카로니 웨스턴의 전설이 된 클린트 이스트우드의 찡그린 표정과 주제음악들... 
10,정말 재밌다 이게 40년도 더된 영화라니.. 
7,옛날 영화라 좀 어설픈 면은 있다..하지만 클린트 이스트우드는 멋져요 
8,사운드나 분위기 배우들의 눈빛 같은게 인상적이었던거 같다 
10,"서든도안해봤나 샷건은 근접에서쏴야지, 글고 헤드샷노려라. 평점8점 "
10,대체 왜 머리를 안쏘는 거죠?~ 
10,영웅본색보다 더 멋있는 것 같다. 
8,깔끔하다. 
6,관을 짜달라는장면 총쏘는 면 방패입었던장면 휘파람노래 모두 영화역사에 남는장면 
10,역시 사람은 머리가나쁘면 몸이 고생한다. 
10,거의 마지막쯤에 판초속에 쇠판 ㅋㅋㅋ 쩌네요 ㅋㅋ 
10,요즘은 이런 웨스턴이 왜 없을까? 
10,최근에 또 한 번 봤지만.. 배우들의 눈빛에 의한 분위기 압도가 요즘에는 찾기 힘들다 
10,웨스턴 무비의 거장 세르지오 레오네 
9,아키라의 <요짐보>와 할리우드의 웨스턴장르가 이탈리아에서 재탄생하다.아주멋지게! 
10,이스트 우드 = 서부의 대부 
10,폼좀 확실히 잡아주네요 ㅋ 
10,명불허전. 
10,멋있다!!! 
8,"CG,큰스케일의장면등없어도스토리만으로도관객을어떻게즐거움을주는지를잘보여준... "
6,레오네의 본격적인 출발. '이름없는 사나이'의 출발! 
7,지금은  할아버지 감독이 된 이스트우드.. 이땐 정말 멋진데? 
10,괜히 명작이 아니군.. 감칠맛나는 음악.. 멋진 캐릭터.. 
10,이탈리아식 웨스턴의 OO점이 된 영화. 멋지다. 
6,평생 잊지못할 휘파람소리. 
10,클린트의 젊은시절은 이런 것이였구나 
8,불쌍한 라몬... 머리를 쏴야지... 
10,"말이필요없음, 한마디로 쵝오 "
10,예술.. 
9,무법자의 탄생.. 
10,북두의 권의 계승자 켄시로 만큼이나 멋지다 
10,너무 멋지네요...다시봐도 감동 그자체~~ 
8,음악 아주 좋네요. 
10,세종류 인간 중에 가장 못나서 몸으로때우는 배우의 연기가 명연기였다 
9,명작이지만 한국명이 흠 
10,very good ! 
8,음악과 총격장면이 좋았다. 
10,어렸을 땐 시시한 웨스턴..나이먹고 보니 인생의 무상이 느껴짐. 
10,주옥같은 명장면들의 향연 
8,데이비드 베컴에 준하는 외모와 그에 상응하는 정확성도 겸비한 클린튼 이스트우드. 
10,재미나 
